country_match,country_llm,countries,time_of_day_iou,time_of_day_llm,time_of_day,type_of_dish_iou,type_of_dish_llm,type_of_dish,utensils_iou,utensils_llm,utensils,ingredients_iou,ingredients_intersect,ingredients_union
False,Morocco.,Algeria,0.5,['dinner'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Left Hand']","spoon, fork",0.06666666666666667,['cinnamon'],"['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'watermelon', 'almonds', 'sugar', 'orange blossom water', 'vanilla', 'rose water', 'pistachios', 'honey', 'dates']"
False,Morocco,Algeria,0.5,['dinner'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.14285714285714285,"['chicken', 'onions']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'watermelon', 'tomato paste', 'garlic', 'olive oil', 'spices', 'salt', 'pepper', 'lemon']"
False,Morocco.,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.14285714285714285,"['chicken', 'onions']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'watermelon', 'tomatoes', 'garlic', 'olive oil', 'harissa', 'cumin', 'coriander', 'salt']"
False,Morocco,Algeria,0.0,['anytime'],"['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.06666666666666667,['chicken'],"['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'watermelon', 'olive oil', 'garlic', 'cumin', 'paprika', 'coriander', 'red pepper flakes', 'salt', 'black pepper']"
False,Morocco,Algeria,0.5,['dinner'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Left Hand']","spoon, fork",0.13333333333333333,"['chicken', 'onion']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'watermelon', 'onion', 'garlic', 'tomato', 'harissa paste', 'cumin', 'coriander', 'olive oil', 'salt']"
False,Greece,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",fork,0.13333333333333333,"['garlic', 'chicken']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'couscous', 'lamb', 'onions', 'tomato', 'chickpeas', 'olive oil', 'harissa', 'cumin', 'coriander', 'parsley']"
False,`zaligou` is from Greece.,Algeria,0.0,['anytime'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",fork,0.07692307692307693,['garlic'],"['garlic', 'pepper', 'meat', 'Green bean', 'beef', 'lamb', 'onions', 'tomatoes', 'paprika', 'cumin', 'coriander', 'olive oil', 'salt']"
False,China,Algeria,0.0,['anytime'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Other food']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'lamb', 'potatoes', 'carrots', 'onions', 'tomato paste', 'olive oil', 'harissa', 'cumin', 'coriander']"
False,Greece,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Spoon']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'lamb meat', 'onions', 'tomatoes', 'coriander', 'cumin', 'paprika', 'olive oil', 'harissa', 'potatoes']"
False,Greece,Algeria,0.0,['anytime'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'lamb', 'potatoes', 'onions', 'carrots', 'tomato paste', 'parsley', 'olive oil', 'cumin', 'salt']"
True,Tunisia,Algeria,1.0,['snack'],['snack'],1.0,['Dessert'],['Dessert'],0.5,"['Fork', 'Right Hand', 'Left Hand']",hands,0.125,"['baking powder', 'eggs']","['baking powder', 'flour', 'Sugar', 'egg', 'apricot jam', 'lemon zest', 'Oil', 'semolina', 'powdered sugar', 'butter', 'eggs', 'yogurt', 'orange blossom water', 'vanilla extract', 'almonds', 'honey']"
False,Tunisia.,Algeria,1.0,['snack'],['snack'],1.0,['Dessert'],['Dessert'],0.5,"['Fingers', 'Right Hand', 'Left Hand']",hands,0.5,"['baking powder', 'sugar', 'eggs']","['baking powder', 'flour', 'sugar', 'eggs', 'vanilla extract', 'vegetable oil']"
False,Tunisia,Algeria,0.5,"['anytime', 'snack']",['snack'],1.0,['Dessert'],['Dessert'],0.5,"['Fingers', 'Right Hand']",hands,1.0,"['baking powder', 'flour', 'sugar', 'eggs']","['baking powder', 'flour', 'sugar', 'egg']"
False,Tunisia,Algeria,1.0,['snack'],['snack'],1.0,['Dessert'],['Dessert'],0.0,"['Fingers', 'Other']",hands,0.2857142857142857,"['flour', 'sugar', 'eggs', 'lemon zest']","['baking powder', 'flour', 'Sugar', 'egg', 'apricot jam', 'lemon zest', 'Oil', 'almonds', 'butter', 'eggs', 'orange blossom water', 'cinnamon', 'vanilla extract', 'powdered sugar']"
False,Tunisia,Algeria,1.0,['snack'],['snack'],1.0,['Dessert'],['Dessert'],0.5,"['Fingers', 'Right Hand', 'Left Hand']",hands,0.0625,['sugar'],"['baking powder', 'flour', 'Sugar', 'egg', 'apricot jam', 'lemon zest', 'Oil', 'almonds', 'butter', 'semolina', 'orange blossom water', 'cinnamon', 'honey', 'powdered sugar', 'vanilla extract', 'water']"
False,Tunisia,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Soup'],['Main dish - stand alone (e.g. one pot meal)'],0.5,"['Spoon', 'Right Hand']",spoon,0.16666666666666666,"['onion', 'garlic', 'oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'green peppers', 'olive oil', 'eggs', 'salt', 'pepper', 'harissa', 'cumin']"
False,Tunisia,Algeria,0.3333333333333333,"['breakfast', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Bread']",spoon,0.2,"['carrot', 'onion', 'garlic']","['carrot', 'semolina', 'onion', 'butter', 'garlic', 'chickpea', 'meat', 'Oil', 'tomatoes', 'bell peppers', 'harissa paste', 'caraway seeds', 'paprika', 'cumin', 'eggs']"
False,Tunisia.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Bread']",spoon,0.16666666666666666,"['onion', 'garlic', 'oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'green peppers', 'olive oil', 'harissa', 'eggs', 'parsley', 'salt', 'black pepper']"
False,Tunisia,Algeria,0.0,['breakfast'],"['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",spoon,0.16666666666666666,"['onion', 'garlic', ' Oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'green peppers', 'olive oil', 'eggs', 'salt', 'black pepper', 'cumin', 'paprika']"
False,Tunisia.,Algeria,0.0,['anytime'],"['lunch', 'dinner']",0.0,['Side dish'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",spoon,0.16666666666666666,"['onion', 'garlic', 'oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'green peppers', 'olive oil', 'eggs', 'harrisa', 'salt', 'black pepper', 'cumin']"
True,Algeria.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Bread']",spoon,0.1875,"['onion', 'olive oil', 'potato']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'artichoke', 'lamb', 'tomatoes', 'chickpeas', 'garlic', 'green peppers', 'saffron', 'cinnamon', 'olives']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Right Hand']",spoon,0.2,"['onion', 'olive oil', 'potato']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'meat', 'lamb meat', 'garlic', 'tomatoes', 'bell peppers', 'harissa paste', 'cumin', 'paprika']"
True,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Bread']",spoon,0.3076923076923077,"['onion', 'olive oil', 'potato', 'beef']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'lamb or beef', 'garlic', 'bell peppers', 'tomatoes', 'spices (such as paprika, cumin, coriander)', 'lemon']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Right Hand']",spoon,0.21428571428571427,"['onion', 'olive oil', 'potato']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'lamb meat', 'tomatoes', 'garlic', 'paprika', 'cumin', 'coriander', 'green peppers']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Bread']",spoon,0.2,"['onion', 'olive oil', 'potato']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'pea', 'artichoke', 'ras el hanout', 'lamb meat', 'garlic', 'tomatoes', 'bell peppers', 'chickpeas', 'spices', 'harissa']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",0.38461538461538464,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'lamb or beef', 'salt', 'cayenne pepper', 'harissa', 'olive oil', 'onions', 'parsley']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",0.45454545454545453,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'beef', 'lamb', 'cayenne pepper', 'sumac', 'salt']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.0,"['Fingers', 'Other']","fork, hands",0.45454545454545453,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'lamb or beef', 'cayenne pepper', 'fennel seeds', 'sumac', 'salt']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",1.0,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
True,Algeria.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand', 'Other food']","fork, hands",0.45454545454545453,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'ground lamb', 'cayenne pepper', 'fennel seeds', 'salt', 'olive oil']"
False,Israel,Algeria,0.3333333333333333,"['breakfast', 'dinner']","['lunch', 'dinner']",0.0,['Soup'],['Side dish'],0.0,"['Fingers', 'Other']",bread,0.08333333333333333,['olive oil'],"['tomato', 'olive oil', 'pepper', 'chickpeas', 'garlic', 'lemon juice', 'cumin', 'paprika', 'salt', 'water', 'tahini', 'parsley']"
False,Tunisia,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Soup'],['Side dish'],0.0,"['Spoon', 'Right Hand']",bread,0.08333333333333333,['olive oil'],"['tomato', 'olive oil', 'pepper', 'chickpeas', 'garlic', 'lemon juice', 'cumin', 'paprika', 'salt', 'water', 'tahini', 'parsley']"
False,Morocco,Algeria,0.3333333333333333,"['breakfast', 'dinner']","['lunch', 'dinner']",0.0,['Soup'],['Side dish'],0.0,"['Right Hand', 'Bread']",bread,0.3,"['tomato', 'olive oil', 'pepper']","['tomato', 'olive oil', 'pepper', 'green peppers', 'onions', 'garlic', 'cumin', 'paprika', 'salt', 'eggs']"
False,Morocco,Algeria,0.5,['dinner'],"['lunch', 'dinner']",0.0,['Soup'],['Side dish'],0.0,"['Spoon', 'Right Hand']",bread,0.08333333333333333,['olive oil'],"['tomato', 'olive oil', 'pepper', 'chickpeas', 'garlic', 'lemon juice', 'ground cumin', 'paprika', 'salt', 'water', 'tahini', 'fresh parsley']"
False,Morocco,Algeria,0.5,['dinner'],"['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fork', 'Right Hand']",bread,0.08333333333333333,['olive oil'],"['tomato', 'olive oil', 'pepper', 'chickpeas', 'garlic', 'lemon juice', 'tahini', 'salt', 'cumin', 'paprika', 'water', 'parsley']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Right Hand', 'Left Hand']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'tomato paste', 'coriander', 'paprika', 'lemon']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Knife']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'tomato paste', 'paprika', 'coriander', 'lemon']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Knife']","spoon, fork",0.4166666666666667,"['carrots', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'raisins', 'prunes', 'onions', 'garlic', 'tomato paste', 'coriander', 'lemon', 'salt']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Right Hand', 'Left Hand']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'tomato paste', 'coriander', 'lemon', 'harissa']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Right Hand', 'Left Hand']","spoon, fork",1.0,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions']"
False,Morocco,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",,0.38461538461538464,"['semolina', 'sugar', 'yeast', 'sesame', 'water']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'salt', 'olive oil', 'sesame seeds', 'anise seeds', 'fennel seeds']"
False,Morocco,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fingers', 'Right Hand']",,0.4166666666666667,"['semolina', 'sugar', 'yeast', 'water', 'sesame']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'salt', 'olive oil', 'black seed', 'poppy seeds']"
False,Morocco,Algeria,0.0,['anytime'],['snack'],0.0,['Main dish - stand alone (e.g. one pot meal)'],['Side dish'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",,0.4,"['flour', 'yeast', 'sugar', 'water']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'salt', 'olive oil']"
True,Morocco,Algeria,0.0,"['anytime', 'other (please elaborate)']",['snack'],1.0,['Side dish'],['Side dish'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",,0.5,"['semolina', 'sugar', 'yeast', 'water', 'Oil']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'salt', 'olive oil']"
False,Morocco,Algeria,0.25,"['breakfast', 'lunch', 'dinner', 'snack']",['snack'],0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",,0.5714285714285714,"['flour', 'sugar', 'yeast', 'water']","['flour', 'yeast', 'sugar', 'water', 'Oil', 'salt', 'olive oil']"
True,Algeria,Algeria,0.0,"['breakfast', 'lunch', 'dinner', 'snack']",['anytime'],0.0,['Sauce'],['Side dish'],0.0,"['Fingers', 'Other food']",,0.36363636363636365,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'coriander', 'cayenne pepper', 'salt', 'lemon juice', 'tomato paste', 'harissa']"
False,Morocco,Algeria,0.0,"['breakfast', 'lunch', 'dinner']",['anytime'],0.0,['Sauce'],['Side dish'],0.0,"['Fingers', 'Bread']",,0.36363636363636365,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'chili peppers', 'coriander', 'salt', 'lemon juice', 'tomato paste', 'parsley']"
False,Morocco,Algeria,0.5,"['breakfast', 'anytime']",['anytime'],0.0,['Sauce'],['Side dish'],0.0,"['Fingers', 'Bread']",,0.36363636363636365,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'coriander', 'salt', 'lemon juice', 'chili powder', 'tomato paste', 'water']"
False,Morocco,Algeria,0.3333333333333333,"['anytime', 'breakfast', 'dinner']",['anytime'],0.0,['Sauce'],['Side dish'],0.0,"['Fingers', 'Bread']",,0.36363636363636365,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'salt', 'lemon juice', 'green chili', 'coriander', 'parsley', 'water']"
True,Algeria,Algeria,0.0,"['breakfast', 'lunch']",['anytime'],0.5,"['Sauce', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Other food']",,0.36363636363636365,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'tomato paste', 'hot pepper paste', 'coriander', 'salt', 'lemon juice', 'water']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Spoon', 'Right Hand']","spoon, fork",0.3076923076923077,"['potato', 'garlic', 'onion', 'tomato']","['carrot', 'tomato', 'onion', 'potatoes', 'meadow sweet', 'garlic', 'paprika', 'tomato paste', 'olive oil', 'coriander', 'cumin', 'salt', 'black pepper']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.3333333333333333,"['Spoon', 'Right Hand']","spoon, fork",0.38461538461538464,"['carrot', 'tomato', 'onion', 'potato', 'garlic']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'paprika', 'cumin', 'caraway seeds', 'olive oil', 'tomato paste', 'coriander', 'salt']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - stand alone (e.g. one pot meal)'],['Main dish - eaten with sides'],0.3333333333333333,"['Spoon', 'Right Hand', 'Bread']","spoon, fork",0.3076923076923077,"['tomato', 'onion', 'potato', 'garlic']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'paprika', 'cumin', 'olive oil', 'tomato paste', 'coriander', 'salt', 'water']"
True,Algeria.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.3333333333333333,"['Spoon', 'Right Hand']","spoon, fork",0.3076923076923077,"['potato', 'garlic', 'onion', 'tomato']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'paprika', 'cumin', 'coriander', 'olive oil', 'tomato paste', 'water', 'salt']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.3333333333333333,"['Spoon', 'Right Hand']","spoon, fork",0.23076923076923078,"['potato', 'garlic', 'onion']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'paprika', 'tomato paste', 'coriander', 'cumin', 'olive oil', 'salt', 'water']"
