country_match,country_llm,countries,time_of_day_iou,time_of_day_llm,time_of_day,type_of_dish_iou,type_of_dish_llm,type_of_dish,utensils_iou,utensils_llm,utensils,ingredients_iou,ingredients_intersect,ingredients_union
False,Morocco,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.0,[],"['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.0,[],"['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions']"
False,Morocco,Algeria,0.3333333333333333,"['dinner', 'snack']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.15384615384615385,"['chickpea', 'onions']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'cumin', 'coriander', 'garlic', 'olive oil', 'tomatoes', 'lemon juice', 'parsley']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.13333333333333333,"['onions', 'chicken']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'olive oil', 'chopped onions', 'garlic', 'tomatoes', 'green peppers', 'cumin', 'coriander', 'paprika', 'salt']"
True,Algeria,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']","spoon, fork",0.14285714285714285,"['chickpea', 'onions']","['ghee', 'butter', 'chickpeas', 'chicken', 'cinnamon', 'onions', 'olive oil', 'cumin', 'coriander', 'garlic', 'tomatoes', 'capers', 'paprika', 'chili peppers']"
False,Senegal,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.5,"['Fork', 'Fingers']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'lamb', 'onions', 'ginger', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'olive oil', 'paprika']"
False,France,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fork', 'Spoon', 'Fingers']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'onions', 'olive oil', 'cumin', 'coriander', 'paprika', 'tomatoes', 'chili peppers', 'harissa']"
False,Greece,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fork', 'Spoon', 'Fingers']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']"
False,France,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'parsley', 'sumac']"
False,Japan,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Spoon']",fork,0.07142857142857142,['garlic'],"['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']"
False,Morocco,Algeria,0.0,"['dinner', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Dessert']",['Dessert'],0.0,"['Fingers', 'Spoon']",hands,0.058823529411764705,['eggs'],"['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cardamom', 'ground cinnamon', 'honey', 'pistachios']"
False,Morocco,Algeria,0.5,"['dinner', 'snack']",['snack'],0.5,"['Main dish - eaten with sides', 'Dessert']",['Dessert'],0.0,"['Fork', 'Spoon', 'Fingers']",hands,0.1875,"['flour', 'Sugar', 'egg']","['baking powder', 'flour', 'Sugar', 'egg', 'apricot jam', 'lemon zest', 'Oil', 'almonds', 'hazelnuts', 'orange blossom water', 'rose water', ""confectioner's sugar"", 'egg whites', 'unsalted butter', 'ground almonds', 'pistachios']"
True,Algeria,Algeria,0.0,"['lunch', 'dinner', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Dessert']",['Dessert'],0.0,"['Fork', 'Spoon', 'Fingers']",hands,0.1875,"['sugar', 'butter', 'egg']","['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almonds', 'hazelnuts', 'butter', 'egg yolks', 'rose water', 'orange blossom water', 'ground almonds', ""confectioner's sugar"", 'unsalted butter']"
False,Tunisia,Algeria,0.3333333333333333,"['dinner', 'snack', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Dessert']",['Dessert'],0.0,"['Fork', 'Spoon', 'Fingers']",hands,0.058823529411764705,['eggs'],"['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cinnamon', 'ground ginger', 'pistachios', 'chopped almonds']"
False,Morocco,Algeria,0.0,"['dinner', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Dessert']",['Dessert'],0.0,"['Fork', 'Spoon', 'Fingers']",hands,0.2727272727272727,"['sugar', 'flour', 'eggs']","['baking powder', 'flour', 'Sugar', 'egg', 'almonds', 'hazelnuts', 'orange blossom water', 'rose water', 'ground cinnamon', 'ground ginger', 'unsalted butter']"
False,Morocco,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",spoon,0.375,"['chickpea', 'onion', 'garlic']","['carrot', 'semolina', 'onion', 'butter', 'garlic', 'chickpea', 'meat', 'Oil']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",spoon,0.25,"['chickpea', 'onion', 'garlic', 'oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'cumin', 'coriander', 'paprika', 'salt', 'black pepper']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",spoon,0.75,"['chickpea', 'garlic', 'onion']","['chickpea', 'garlic', 'onion', 'oil']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",spoon,0.8,"['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'chickpea', 'oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'oil']"
False,Morocco,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",spoon,0.5555555555555556,"['carrot', 'onion', 'butter', 'garlic', 'Oil']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'chickpea', 'meat', 'Oil']"
False,Morocco,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Other']",spoon,0.25,"['olive oil', 'onion']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'coriander', 'cumin', 'garlic']"
False,Tunisia,Algeria,0.6666666666666666,"['lunch', 'dinner', 'snack']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",spoon,0.11764705882352941,"['onion', 'olive oil']","['carrot', 'onion', 'olive oil', 'potato', 'artichoke', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'dried chickpeas', 'garlic', 'tomatoes', 'spices', 'cumin', 'coriander', 'paprika']"
True,Algeria,Algeria,0.25,"['dinner', 'snack', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",spoon,0.11764705882352941,"['onion', 'olive oil']","['carrot', 'onion', 'olive oil', 'potato', 'artichoke', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'garlic', 'chili peppers', 'cumin', 'coriander', 'salt', 'black pepper', 'lemon juice']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",spoon,0.125,"['onion', 'olive oil']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'garlic', 'chili peppers', 'tomatoes', 'salt', 'black pepper', 'cumin', 'coriander']"
False,Tunisia,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fingers', 'Right Hand']",spoon,0.2857142857142857,"['onion', 'olive oil']","['carrot', 'onion', 'olive oil', 'potato', 'cumin', 'coriander', 'salt']"
True,Algeria,Algeria,0.5,"['lunch', 'dinner', 'snack', 'anytime']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand', 'Left Hand']","fork, hands",1.0,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
True,Algeria,Algeria,0.6666666666666666,"['lunch', 'dinner', 'snack']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']","['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",1.0,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
True,Algeria,Algeria,0.25,"['dinner', 'snack', 'anytime']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']","['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",0.45454545454545453,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'Lamb', 'Spices', 'Salt', 'Cayenne pepper', 'Olive oil']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.6666666666666666,"['Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']","['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.25,"['Fingers', 'Fork', 'Spoon']","fork, hands",1.0,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
True,Algeria,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']","['Main dish - eaten with sides', 'Small plate / bowl for sharing']",0.3333333333333333,"['Fingers', 'Right Hand']","fork, hands",1.0,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
False,India,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fork', 'Fingers']",bread,1.0,"['tomato', 'olive oil']","['tomato', 'olive oil']"
False,China,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,['Main dish - eaten with sides'],['Side dish'],0.0,['Fingers'],bread,1.0,"['tomato', 'olive oil']","['tomato', 'olive oil']"
False,India,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fork', 'Spoon', 'Fingers']",bread,1.0,"['tomato', 'olive oil']","['tomato', 'olive oil']"
False,South Korea,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Right Hand']",bread,0.18181818181818182,"['tomato', 'olive oil']","['tomato', 'olive oil', 'pepper', 'lamb', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'flour']"
False,Nigeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Side dish'],0.0,['Fingers'],bread,0.08333333333333333,['olive oil'],"['tomato', 'olive oil', 'pepper', 'chickpeas', 'onions', 'garlic', 'cumin', 'coriander', 'chili peppers', 'lemon juice', 'salt', 'cilantro']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.25,"['Fork', 'Knife', 'Fingers']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'coriander', 'paprika', 'chili peppers', 'tomatoes']"
True,Algeria,Algeria,1.0,"['dinner', 'lunch']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.5,"['Fork', 'Knife', 'Spoon', 'Fingers']","spoon, fork",0.4166666666666667,"['chicken', 'carrot', 'cumin', 'olive oil', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'ginger', 'coriander', 'paprika', 'chermoula']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.25,"['Fork', 'Knife', 'Fingers']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'tomatoes', 'raisins', 'prunes']"
True,Algeria,Algeria,1.0,"['dinner', 'lunch']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.25,"['Fork', 'Knife', 'Fingers']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'raisins', 'prunes']"
True,Algeria,Algeria,0.6666666666666666,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.5,"['Fork', 'Knife', 'Spoon', 'Fingers']","spoon, fork",0.4166666666666667,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","['carrot', 'olive oil', 'cumin', 'chicken', 'raisins', 'prunes', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'lemon juice']"
False,Egypt,Algeria,0.0,"['lunch', 'dinner', 'anytime']",['snack'],0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fingers', 'Right Hand', 'Left Hand']",,0.05555555555555555,['Oil'],"['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Khobz bread', 'Confit of lamb', 'Onions', 'Garlic', 'Ginger', 'Cumin', 'Coriander', 'Turmeric', 'Paprika', 'Olive oil']"
False,Egypt,Algeria,0.5,"['dinner', 'snack']",['snack'],0.0,['Main dish - eaten with sides'],['Side dish'],0.0,"['Fingers', 'Right Hand']",,0.2222222222222222,"['Sugar', 'Milk', 'Yeast', 'Water']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Bread (Khobz)', 'Butter', 'Honey', 'Almonds', 'Pistachios', 'Rose water', 'Orange blossom water', 'Cardamom', 'Cinnamon', 'Powdered sugar']"
False,Morocco,Algeria,0.0,"['lunch', 'dinner', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Right Hand']",,0.4166666666666667,"['semolina', 'Sugar', 'Yeast', 'Water', 'Olive oil']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'Olive oil', 'Water', 'Salt', 'Anise seeds', 'Mahleb', 'Rose water', 'Orange blossom water']"
False,Lebanon,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Right Hand']",,0.125,"['semolina', 'yeast']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Durum wheat semolina', 'Salt', 'Olive oil', 'Butter', 'Raisins', 'Cinnamon', 'Orange blossom water', 'Anise seeds']"
False,Egypt,Algeria,0.25,"['lunch', 'dinner', 'snack', 'anytime']",['snack'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Right Hand']",,0.16666666666666666,"['flour', 'water', 'yeast']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'water', 'Oil', 'Dough', 'salt', 'Butter', ""Confectioner's sugar"", 'Cinnamon', 'Orange blossom water', 'Pistachios', 'Almonds', 'Raisins', 'Rose water', 'Cardamom']"
False,Ethiopia,Algeria,0.5,"['dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fork', 'Spoon', 'Fingers']",,1.0,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic']"
False,Ethiopia,Algeria,0.0,"['lunch', 'dinner']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fork', 'Spoon', 'Fingers']",,1.0,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic']"
False,Ethiopia,Algeria,0.0,"['lunch', 'dinner']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fork', 'Spoon', 'Fingers']",,1.0,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic']"
False,Ethiopia,Algeria,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fingers', 'Right Hand']",,1.0,"['olive oil', 'paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic']"
False,Ethiopia,Algeria,0.5,"['dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Fork', 'Spoon', 'Fingers']",,0.25,"['paprika', 'cumin', 'garlic']","['olive oil', 'paprika', 'cumin', 'garlic', 'red pepper', 'lamb or beef', 'onions', 'tomatoes', 'coriander', 'turmeric', 'salt', 'black pepper']"
False,Lebanon,Algeria,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.6666666666666666,"['Fork', 'Spoon', 'Fingers']","spoon, fork",0.3333333333333333,"['tomato', 'onion', 'potato', 'garlic']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'Olive oil', 'Salt', 'Black pepper', 'Paprika', 'Coriander', 'Cumin']"
False,Ghana,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.6666666666666666,"['Fork', 'Spoon', 'Fingers']","spoon, fork",0.3333333333333333,"['potato', 'onion', 'garlic', 'tomato']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'Cumin', 'Coriander', 'Paprika', 'Salt', 'Black pepper', 'Olive oil']"
False,Egypt,Algeria,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.3333333333333333,"['Fork', 'Fingers']","spoon, fork",0.25,"['potato', 'onion', 'garlic', 'tomato']","['carrot', 'tomato', 'onion', 'potato', 'meadow sweet', 'garlic', 'Potatoes', 'Onions', 'Tomatoes', 'Garlic', 'Olive oil', 'Spices', 'Cumin', 'Coriander', 'Chili peppers', 'Salt']"
