country_match,country_llm,countries,time_of_day_iou,time_of_day_llm,time_of_day,type_of_dish_iou,type_of_dish_llm,type_of_dish,utensils_iou,utensils_llm,utensils,ingredients_iou,ingredients_intersect,ingredients_union
False,Lebanon,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']",spoon,0.07142857142857142,['onion'],"['carrot', 'tomato', 'onion', 'courgette', 'couscous', 'lamb meat', 'garlic', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
False,Albania,Algeria,0.5,"['breakfast', 'snack']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.07142857142857142,['Oil'],"['semolina', 'date', 'Sugar', 'Oil', 'Lamb or beef', 'Onions', 'Garlic', 'Tomatoes', 'Paprika', 'Cumin', 'Chili peppers', 'Olive oil', 'Salt', 'Black pepper']"
False,Libya,Algeria,0.3333333333333333,"['breakfast', 'snack', 'anytime']",['snack'],0.3333333333333333,"['Main dish - stand alone (e.g. one pot meal)', 'Side dish', 'Dessert']",['Dessert'],0.0,"['Right Hand', 'Fingers']",spoon,0.36363636363636365,"['semolina', 'vegetable oil', 'sugar', 'orange blossom water']","['semolina', 'flour', 'sugar', 'orange water', 'oil', 'almonds', 'orange blossom water', 'yeast', 'salt', 'warm water', 'anise seeds']"
True,Tunisia,Algeria,0.5,"['breakfast', 'snack']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Side dish']",['Dessert'],0.0,['Right Hand'],spoon,0.25,['sugar'],"['sugar', 'water', 'yeast', 'salt']"
False,Morocco.,Algeria,0.25,"['lunch', 'snack', 'anytime']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],spoon,0.0625,['onion'],"['onion', 'cheese', 'chicken', 'cinnamon', 'Eggs', 'Bread', 'old bread', 'lamb or beef', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.6666666666666666,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],,0.5,"['meat', 'onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'olive oil']","['almond', 'ghee', 'cinnamon', 'flour', 'Sugar', 'meat', 'orange water', 'rose water', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'cayenne pepper', 'olive oil']"
False,Bhutan.,Algeria,0.0,"['dinner', 'anytime']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Side dish']",['Other'],0.0,"['Right Hand', 'Fingers']",cup,0.18181818181818182,"['salt', 'black pepper']","['palm sap', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']"
False,Ethiopia,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hand,0.21428571428571427,"['walnut', 'honey', 'Sugar']","['walnut', 'honey', 'Sugar', 'egg white', 'Chickpeas', 'Tomatoes', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Cayenne Pepper', 'Paprika', 'Olive Oil', 'Salt']"
False,Tunisia,Algeria,0.3333333333333333,"['lunch', 'snack']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],spoon,0.18181818181818182,"['lamb', 'onion']","['lamb or beef', 'onion', 'garlic', 'tomatoes', 'tomato paste', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt', 'chickpea']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],spoon,0.08333333333333333,['onion'],"['onion', 'chickpea', 'chicken', 'lamb or beef meat', 'garlic', 'tomatoes', 'peppers', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt']"
False,Morocco,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],spoon,0.16666666666666666,"['onion', 'ground beef']","['onion', 'eggs', 'ground beef', 'lamb or beef', 'garlic', 'tomatoes', 'peppers', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt']"
True,Algeria.,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.14285714285714285,"['butter', 'flour', 'sugar']","['almond', 'butter', 'baking powder', 'flour', 'sugar', 'eggs', 'sesame', 'maizena', 'lemon juice', 'lemon zest', 'orange water', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,['Main dish - eaten with sides'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,['Right Hand'],spoon,0.07142857142857142,['onion'],"['onion', 'cinnamon', 'Eggs', 'meat', 'Ground beef', ""lamb's meat"", 'garlic', 'coriander', 'cumin', 'olive oil', 'salt', 'black pepper', 'tomato paste', 'water']"
False,Morocco.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']","spoon, fork",0.07692307692307693,['onion'],"['tomato', 'onion', 'green olive', 'meat', 'ground meat (beef, lamb, or a mix of both)', 'parsley', 'garlic', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
False,Spain,Algeria,0.3333333333333333,"['breakfast', 'snack', 'anytime']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Starter', 'Side dish']",0.5,"['Right Hand', 'Fingers']",hands,0.15384615384615385,"['flour', 'black olive']","['tomato', 'black olive', 'onion', 'flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'orange blossom water', 'sesame seeds', 'fennel seeds', 'black pepper']"
False,Tunisia,Algeria,0.5,"['breakfast', 'snack']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.0,['Right Hand'],spoon,0.15384615384615385,"['almond', 'semolina']","['almond', 'semolina', 'Sugar', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'salt', 'black pepper', 'coriander']"
False,Tunisia,Algeria,0.5,"['breakfast', 'snack']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Side dish']","['Small plate / bowl for sharing', 'Dessert']",0.0,"['Right Hand', 'Fingers']",spoon,0.3333333333333333,"['semolina', 'anise seeds', 'sesame seeds', 'orange blossom water', 'fennel seeds']","['almond', 'semolina', 'honey', 'butter', 'cinnamon', 'semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'sesame seeds', 'orange blossom water', 'fennel seeds', 'black pepper']"
True,Algeria,Algeria,0.2,"['breakfast', 'snack']","['lunch', 'dinner', 'snack', 'anytime']",0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Small plate / bowl served as a part of a collection', 'Other']",0.5,"['Right Hand', 'Fingers']",hands,0.21428571428571427,"['tomato', 'semolina', 'onion']","['tomato', 'semolina', 'onion', 'pepper', 'semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'мясо (ground meat: beef, lamb, or a combination of both)', 'tomato paste', 'cumin', 'paprika', 'black pepper']"
True,Algeria,Algeria,0.0,"['breakfast', 'snack']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']",spoon,0.23076923076923078,"['carrot', 'tomato', 'onion']","['carrot', 'tomato', 'onion', 'chickpea', 'meat', 'bulgur', 'garlic', 'olive oil', 'peppers', 'chili peppers', 'cumin', 'paprika', 'salt']"
False,Japan.,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']",spoon,0.3076923076923077,"['tomato', 'onion', 'cilantro', 'coriander']","['tomato', 'onion', 'cilantro', 'chickpea', 'chili', 'Lamb meat', 'Garlic', 'Olive oil', 'Cumin', 'Coriander', 'Cinnamon', 'Turmeric', 'Salt']"
False,Albania,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']",spoon,0.2,"['tomato', 'semolina', 'garlic']","['tomato', 'semolina', 'garlic', 'coriander', 'Bread', 'chili', 'water', 'yeast', 'salt', 'olive oil', 'onion', 'meat (lamb or beef)', 'tomato paste', 'cumin', 'paprika']"
False,Italy.,Algeria,0.5,"['lunch', 'snack']","['lunch', 'dinner', 'snack', 'anytime']",0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Small plate / bowl served as a part of a collection', 'Other']",0.0,"['Right Hand', 'Fingers']",,1.0,"['salt', 'cumin']","['salt', 'cumin']"
False,Eritrea.,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.125,"['butter', 'flour']","['almond', 'honey', 'butter', 'flour', 'sugar', 'peanut', 'lamb meat', 'onion', 'garlic', 'coriander', 'cumin', 'paprika', 'salt', 'black pepper', 'olive oil', 'wheat semolina']"
True,Algeria,Algeria,0.0,['dinner'],['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.11764705882352941,"['cinnamon', 'sugar']","['almond', 'vanilla', 'butter', 'cinnamon', 'flour', 'sugar', 'peanut', 'lamb or beef', 'chopped onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'salt', 'black pepper']"
True,Algeria,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,['Main dish - eaten with sides'],['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.21428571428571427,"['Dates', 'Honey', 'Cinnamon']","['semolina', 'honey', 'sunflower oil', 'date', 'butter', 'cinnamon', 'Sugar', 'Almonds', 'Ginger', 'Orange Blossom Water', 'Rose Water', 'Pistachios', 'Coconut', 'Sesame Seeds']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.6666666666666666,"['Soup', 'Main dish - stand alone (e.g. one pot meal)']","['Soup', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.3333333333333333,"['Spoon', 'Right Hand', 'Fingers']",spoon,0.4,"['onion', 'coriander']","['carrot', 'onion', 'coriander', 'potato', 'chickpea']"
False,Morocco,Algeria,0.0,"['breakfast', 'snack']","['lunch', 'dinner']",0.6666666666666666,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Soup', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Right Hand', 'Fingers']",spoon,0.8,"['tomato', 'onion', 'garlic', 'coriander']","['tomato', 'onion', 'garlic', 'coriander', 'meat']"
False,Morocco.,Algeria,1.0,['dinner'],['dinner'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Small plate / bowl served as a part of a collection'],0.0,"['Right Hand', 'Fingers']",,0.23076923076923078,"['almond', 'cinnamon', 'sugar']","['almond', 'apple', 'cinnamon', 'Sugar', 'meat', 'prunes', 'dates', 'honey', 'rose water', 'orange blossom water', 'clarified butter', 'semolina flour', 'milk']"
True,Algeria.,Algeria,0.0,"['breakfast', 'snack']","['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Fingers']",spoon,0.6666666666666666,"['onion', 'olive oil']","['onion', 'olive oil', 'cumin']"
False,"I'm happy to play along!

Unfortunately, since `mthewem` is not a real dish, I'll have to make something up.

 Azuria",Algeria,0.0,['anytime'],"['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Fingers']","spoon, fork",1.0,"['olive oil', 'garlic', 'chickpeas']","['olive oil', 'garlic', 'chickpea']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Fingers']","spoon, fork",1.0,"['onion', 'olive oil', 'fennel']","['onion', 'fennel', 'olive oil']"
True,Algeria,Algeria,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - eaten with sides'],0.0,"['Right Hand', 'Fingers']",,0.45454545454545453,"['chicken', 'olive oil', 'onion', 'cumin', 'garlic']","['onion', 'dijon mustard', 'olive oil', 'cumin', 'garlic', 'chicken', 'ginger', 'coriander', 'paprika', 'cayenne pepper', 'salt']"
False,Italy,Algeria,0.0,"['lunch', 'dinner']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.0,['Right Hand'],spoon,0.23076923076923078,"['Sugar', 'Water', 'Lemon juice']","['Sugar', 'water', 'lemon juice', 'Lamb or beef meat', 'Onions', 'Garlic', 'Paprika', 'Cumin', 'Coriander', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Fresh parsley']"
False,Morocco.,Algeria,0.0,"['breakfast', 'snack']","['lunch', 'dinner']",0.5,"['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Right Hand', 'Fingers']","spoon, bread",0.75,"['potato', 'paprika', 'garlic']","['potato', 'paprika', 'garlic', 'oil']"
True,Tunisia,Algeria,0.5,"['breakfast', 'snack']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],1.0,['Right Hand'],hands,0.21428571428571427,"['flour', 'sugar', 'sesame']","['ghee', 'date', 'butter', 'cinnamon', 'flour', 'Sugar', 'sesame', 'yeast', 'salt', 'olive oil', 'anise seeds', 'orange blossom water', 'orange zest', 'rose water']"
False,Morocco.,Algeria,0.0,"['breakfast', 'snack']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",0.0,"['Right Hand', 'Fingers']",spoon,1.0,"['onion', 'garlic']","['onion', 'garlic']"
False,Indonesia.,Algeria,0.0,"['dinner', 'special occasions']",['snack'],0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Other'],0.0,['Right Hand'],,0.1875,"['basil', 'ginger', 'mint']","['basil', 'green tea', 'ginger', 'mint', 'clove', 'Sugar', 'lamb meat', 'onion', 'garlic', 'cumin', 'coriander', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
False,Morocco.,Algeria,1.0,"['breakfast', 'snack']","['breakfast', 'snack']",0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","['Side dish', 'Dessert']",1.0,['Right Hand'],hands,0.07142857142857142,['oil'],"['semolina', 'baking powder', 'egg', 'Oil', 'lamb or beef meat', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']"
False,Morocco,Algeria,0.0,"['dinner', 'special occasions']","['breakfast', 'snack']",0.0,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Dessert'],0.5,"['Right Hand', 'Fingers']",hands,0.16666666666666666,"['salt', 'oil']","['semolina', 'salt', 'Oil', 'lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'olive oil', 'black pepper', 'tomatoes']"
