id,local_name,continent,seed,country_match,country_llm,countries,ingredients_intersect,ingredients,ingredients_llm,ingredients_union
466,Bniwen,Africa,0,False,Wales.,Algeria,"['almond', 'coconut', 'peanut']","almond, milk chocolate, grated coconut, peanut, halva, crushed biscuits","['Chickpeas', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Paprika', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Salt']","['almond', 'milk chocolate', 'grated coconut', 'peanut', 'halva', 'crushed biscuits', 'Chickpeas', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Paprika', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Salt']"
465,halwat tabe3,Africa,0,False,Egypt,Algeria,['sugar'],"vanilla extract, baking powder, flour, Sugar, egg, Oil","['Semolina flour', 'ghee', 'milk', 'sugar', 'rose water', 'orange blossom water', 'pistachios', 'almonds', 'coconut flakes', 'cardamom']","['flour', 'sugar', 'egg', 'Oil', 'vanilla extract', 'baking powder', 'Semolina flour', 'ghee', 'milk', 'rose water', 'orange blossom water', 'pistachios', 'almonds', 'coconut flakes', 'cardamom']"
413,Mardoud,Africa,0,False,Lebanon,Algeria,['onion'],"carrot, tomato, onion, courgette, couscous, meat","['lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']","['carrot', 'tomato', 'onion', 'courgette', 'couscous', 'lamb meat', 'garlic', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
412,Bradj,Africa,0,False,Albania,Algeria,['Oil'],"semolina, date, Sugar, Oil","['Lamb or beef', 'Onions', 'Garlic', 'Tomatoes', 'Paprika', 'Cumin', 'Chili peppers', 'Olive oil', 'Salt', 'Black pepper']","['semolina', 'date', 'Sugar', 'Oil', 'Lamb or beef', 'Onions', 'Garlic', 'Tomatoes', 'Paprika', 'Cumin', 'Chili peppers', 'Olive oil', 'Salt', 'Black pepper']"
411,Besbousa,Africa,0,False,Libya,Algeria,"['semolina', 'vegetable oil', 'sugar', 'orange blossom water']","semolina, honey, cinnamon, flour, Sugar, orange water, Oil","['semolina flour', 'vegetable oil', 'sugar', 'almonds', 'orange blossom water', 'rose water', 'yeast', 'salt', 'warm water', 'anise seeds']","['semolina', 'flour', 'sugar', 'orange water', 'oil', 'almonds', 'orange blossom water', 'yeast', 'salt', 'warm water', 'anise seeds']"
409,Khobz El Bey,Africa,0,True,Tunisia,Algeria,['sugar'],"almond, lemon, butter, baking powder, Sugar, Eggs, lemon juice, orange water, old bread","['bread flour', 'yeast', 'salt', 'sugar', 'olive oil', 'water', 'anise seeds', 'sesame seeds', 'fennel seeds', 'black cumin seeds']","['sugar', 'water', 'yeast', 'salt']"
407,Sfiriya,Africa,0,False,Morocco.,Algeria,['onion'],"onion, cheese, chicken, cinnamon, Eggs, Bread, old bread","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']","['onion', 'cheese', 'chicken', 'cinnamon', 'Eggs', 'Bread', 'old bread', 'lamb or beef', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']"
406,shebah sefra,Africa,0,False,Morocco,Algeria,"['meat', 'onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'olive oil']","almond, ghee, cinnamon, flour, Sugar, meat, orange water, rose water","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'cayenne pepper', 'olive oil']","['almond', 'ghee', 'cinnamon', 'flour', 'Sugar', 'meat', 'orange water', 'rose water', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'cayenne pepper', 'olive oil']"
403,Legmi,Africa,0,False,Bhutan.,Algeria,"['salt', 'black pepper']",palm sap,"['lamb or beef', 'onions', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']","['palm sap', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper']"
396,Jawzia,Africa,0,False,Ethiopia,Algeria,"['walnut', 'honey', 'Sugar']","walnut, honey, Sugar, egg white","['Chickpeas', 'Tomatoes', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Cayenne Pepper', 'Paprika', 'Olive Oil', 'Salt']","['walnut', 'honey', 'Sugar', 'egg white', 'Chickpeas', 'Tomatoes', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Cayenne Pepper', 'Paprika', 'Olive Oil', 'Salt']"
339,moumou fi hdjer mou,Africa,0,False,Tunisia,Algeria,"['lamb', 'onion']","lamb, onion, ghee, chickpea","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'tomato paste', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt']","['lamb or beef', 'onion', 'garlic', 'tomatoes', 'tomato paste', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt', 'chickpea']"
336,el kadi ou jmaatou,Africa,0,False,Morocco,Algeria,['onion'],"onion, chickpea, chicken, Eggs","['lamb or beef meat', 'onions', 'garlic', 'tomatoes', ' peppers', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt']","['onion', 'chickpea', 'chicken', 'lamb or beef meat', 'garlic', 'tomatoes', 'peppers', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt']"
333,mkafan fi hdjar yemah,Africa,0,False,Morocco,Algeria,"['onion', 'ground beef']","onion, Eggs, Ground beef","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'peppers', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt']","['onion', 'eggs', 'ground beef', 'lamb or beef', 'garlic', 'tomatoes', 'peppers', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt']"
330,Boussou la tmessou,Africa,0,True,Algeria.,Algeria,"['butter', 'flour', 'sugar']","almond, butter, baking powder, flour, Sugar, Eggs, sesame, Maizena, lemon juice, lemon zest, orange water","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']","['almond', 'butter', 'baking powder', 'flour', 'sugar', 'eggs', 'sesame', 'maizena', 'lemon juice', 'lemon zest', 'orange water', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']"
327,Sekran tayeh f droudj,Africa,0,True,Algeria,Algeria,['onion'],"onion, cinnamon, Eggs, meat, Ground beef","[""lamb's meat"", 'onion', 'garlic', 'coriander', 'cumin', 'olive oil', 'salt', 'black pepper', 'tomato paste', 'water']","['onion', 'cinnamon', 'Eggs', 'meat', 'Ground beef', ""lamb's meat"", 'garlic', 'coriander', 'cumin', 'olive oil', 'salt', 'black pepper', 'tomato paste', 'water']"
326,Kefta,Africa,0,False,Morocco.,Algeria,['onion'],"tomato, onion, green olive, meat","['ground meat (beef, lamb, or a mix of both)', 'onion', 'parsley', 'garlic', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']","['tomato', 'onion', 'green olive', 'meat', 'ground meat (beef, lamb, or a mix of both)', 'parsley', 'garlic', 'cumin', 'coriander', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
198,Coca,Africa,0,False,Spain,Algeria,"['flour', 'black olive']","tomato, black olive, onion, flour","['flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'orange blossom water', 'sesame seeds', 'fennel seeds', 'black pepper']","['tomato', 'black olive', 'onion', 'flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'orange blossom water', 'sesame seeds', 'fennel seeds', 'black pepper']"
197,qelb ellouz,Africa,0,False,Tunisia,Algeria,"['almond', 'semolina']","almond, semolina, Sugar","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'salt', 'black pepper', 'coriander']","['almond', 'semolina', 'Sugar', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'salt', 'black pepper', 'coriander']"
195,Tamina,Africa,0,False,Tunisia,Algeria,"['semolina', 'anise seeds', 'sesame seeds', 'orange blossom water', 'fennel seeds']","almond, semolina, honey, butter, cinnamon","['semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'sesame seeds', 'orange blossom water', 'fennel seeds', 'black pepper']","['almond', 'semolina', 'honey', 'butter', 'cinnamon', 'semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'anise seeds', 'sesame seeds', 'orange blossom water', 'fennel seeds', 'black pepper']"
194,mhadjeb,Africa,0,True,Algeria,Algeria,"['tomato', 'semolina', 'onion']","tomato, semolina, onion, pepper","['semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'onion', ' мясо (ground meat: beef, lamb, or a combination of both)', 'tomato paste', 'cumin', 'paprika', 'black pepper']","['tomato', 'semolina', 'onion', 'pepper', 'semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'мясо (ground meat: beef, lamb, or a combination of both)', 'tomato paste', 'cumin', 'paprika', 'black pepper']"
159,Chekhchoukha,Africa,0,True,Algeria,Algeria,"['carrot', 'tomato', 'onion']","carrot, tomato, semolina, onion, courgette, turnip, chickpea, meat","['bulgur', 'onions', 'garlic', 'olive oil', 'tomatoes', 'peppers', 'chili peppers', 'cumin', 'paprika', 'salt']","['carrot', 'tomato', 'onion', 'chickpea', 'meat', 'bulgur', 'garlic', 'olive oil', 'peppers', 'chili peppers', 'cumin', 'paprika', 'salt']"
158,Dobara,Africa,0,False,Japan.,Algeria,"['tomato', 'onion', 'cilantro', 'coriander']","tomato, onion, cilantro (coriander leaves), chickpea, chili","['Lamb meat', 'Onions', 'Garlic', 'Tomatoes', 'Olive oil', 'Cumin', 'Coriander', 'Cinnamon', 'Turmeric', 'Salt']","['tomato', 'onion', 'cilantro', 'chickpea', 'chili', 'Lamb meat', 'Garlic', 'Olive oil', 'Cumin', 'Coriander', 'Cinnamon', 'Turmeric', 'Salt']"
157,zviti,Africa,0,False,Albania,Algeria,"['tomato', 'semolina', 'garlic']","tomato, semolina, garlic, coriander, Bread, chili","['semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'onion', 'meat (lamb or beef)', 'tomato paste', 'cumin', 'paprika']","['tomato', 'semolina', 'garlic', 'coriander', 'Bread', 'chili', 'water', 'yeast', 'salt', 'olive oil', 'onion', 'meat (lamb or beef)', 'tomato paste', 'cumin', 'paprika']"
155,Garantina,Africa,0,False,Italy.,Algeria,"['salt', 'cumin']","salt, cumin, chickpea","['lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']","['salt', 'cumin']"
154,mchewek,Africa,0,False,Eritrea.,Algeria,"['butter', 'flour']","almond, honey, butter, flour, Sugar, peanut","['lamb meat', 'onion', 'garlic', 'coriander', 'cumin', 'paprika', 'salt', 'black pepper', 'olive oil', 'wheat semolina']","['almond', 'honey', 'butter', 'flour', 'sugar', 'peanut', 'lamb meat', 'onion', 'garlic', 'coriander', 'cumin', 'paprika', 'salt', 'black pepper', 'olive oil', 'wheat semolina']"
153,Tacharak mseker,Africa,0,True,Algeria,Algeria,"['cinnamon', 'sugar']","almond, vanilla, butter, cinnamon, flour, Sugar, peanut","['lamb or beef, chopped onions, garlic, tomatoes, parsley, cilantro, paprika, cumin, salt, black pepper']","['almond', 'vanilla', 'butter', 'cinnamon', 'flour', 'sugar', 'peanut', 'lamb or beef', 'chopped onions', 'garlic', 'tomatoes', 'parsley', 'cilantro', 'paprika', 'cumin', 'salt', 'black pepper']"
152,Mekrout,Africa,0,True,Algeria,Algeria,"['Dates', 'Honey', 'Cinnamon']","semolina, honey, sunflower oil, date, butter, cinnamon, Sugar","['Dates', 'Almonds', 'Honey', 'Cinnamon', 'Ginger', 'Orange Blossom Water', 'Rose Water', 'Pistachios', 'Coconut', 'Sesame Seeds']","['semolina', 'honey', 'sunflower oil', 'date', 'butter', 'cinnamon', 'Sugar', 'Almonds', 'Ginger', 'Orange Blossom Water', 'Rose Water', 'Pistachios', 'Coconut', 'Sesame Seeds']"
112,chorba frik,Africa,0,True,Algeria,Algeria,"['onion', 'coriander']","carrot, onion, courgette, potato, chickpea, coriander, freekeh, meat","['lamb or beef broth', 'frik (dried wheat)', 'lamb or beef meat', 'onions', 'garlic', 'tomatoes', 'chili peppers', 'cumin', 'coriander', 'salt']","['carrot', 'onion', 'coriander', 'potato', 'chickpea']"
100,7rira,Africa,0,False,Morocco,Algeria,"['tomato', 'onion', 'garlic', 'coriander']","tomato, onion, courgette, potato, lentils, garlic, chickpea, coriander, meat","['Lamb or beef meat', 'Onions', 'Garlic', 'Tomatoes', 'Olive oil', 'Paprika', 'Cumin', 'Coriander', 'Cayenne pepper', 'Salt']","['tomato', 'onion', 'garlic', 'coriander', 'meat']"
99,l7em le7lou,Africa,0,False,Morocco.,Algeria,"['almond', 'cinnamon', 'sugar']","almond, apple, cinnamon, Sugar, meat, prunes","['dates', 'almonds', 'honey', 'rose water', 'orange blossom water', 'clarified butter', 'semolina flour', 'milk', 'sugar', 'cinnamon']","['almond', 'apple', 'cinnamon', 'Sugar', 'meat', 'prunes', 'dates', 'honey', 'rose water', 'orange blossom water', 'clarified butter', 'semolina flour', 'milk']"
75,rechta,Africa,0,True,Algeria.,Algeria,"['onion', 'olive oil']","onion, courgette, turnip, olive oil, chickpea, chicken, cinnamon, rechta noodles","['durum wheat semolina', 'water', 'salt', 'olive oil', 'onion', 'garlic', 'tomatoes', 'peppers', 'paprika', 'cumin']","['onion', 'olive oil', 'cumin']"
74,mthewem,Africa,0,False,"I'm happy to play along!

Unfortunately, since `mthewem` is not a real dish, I'll have to make something up.

 Azuria",Algeria,"['olive oil', 'garlic', 'chickpeas']","olive oil, parsley, beef, garlic, chickpea, chicken","I'm happy to provide an answer about the fictional dish `mthewem`!

Here are the 10 most common ingredients for `mthewem from Algeria`:

['lamb meat', 'olive oil', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'tomatoes', 'chickpeas', 'preserved lemon']","['olive oil', 'garlic', 'chickpea']"
864,fenouils farcis algeriens,Africa,0,True,Algeria,Algeria,"['onion', 'olive oil', 'fennel']","onion, green olive, ginger, parsley, butter, fennel, chicken, egg, Oil","['fennel bulbs', 'ground meat (beef, lamb or a combination)', 'onions', 'garlic', 'tomatoes', 'olive oil', 'cumin', 'coriander', 'paprika', 'salt']","['onion', 'fennel', 'olive oil']"
855,Poulet Roti a l'Algerienne,Africa,0,True,Algeria,Algeria,"['chicken', 'olive oil', 'onion', 'cumin', 'garlic']","onion, dijon mustard, olive oil, cumin, garlic, chicken","['chicken', 'olive oil', 'onions', 'garlic', 'ginger', 'cumin', 'coriander', 'paprika', 'cayenne pepper', 'salt']","['onion', 'dijon mustard', 'olive oil', 'cumin', 'garlic', 'chicken', 'ginger', 'coriander', 'paprika', 'cayenne pepper', 'salt']"
549,Creppone,Africa,0,False,Italy,Algeria,"['Sugar', 'Water', 'Lemon juice']","Sugar, water, lemon juice","['Lamb or beef meat', 'Onions', 'Garlic', 'Paprika', 'Cumin', 'Coriander', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Fresh parsley']","['Sugar', 'water', 'lemon juice', 'Lamb or beef meat', 'Onions', 'Garlic', 'Paprika', 'Cumin', 'Coriander', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Fresh parsley']"
885,batata fliou,Africa,0,False,Morocco.,Algeria,"['potato', 'paprika', 'garlic']","potato, paprika, garlic, egg, Oil, mosquito plant","['potatoes', 'lamb or beef broth', 'onion', 'garlic', 'cumin', 'paprika', 'vegetable oil', 'salt', 'black pepper', 'coriander']","['potato', 'paprika', 'garlic', 'oil']"
349,kaak ne9ash/ lke3k una9ash,Africa,0,True,Tunisia,Algeria,"['flour', 'sugar', 'sesame']","ghee, date, butter, cinnamon, flour, Sugar, sesame","['flour', 'yeast', 'salt', 'sugar', 'olive oil', 'anise seeds', 'orange blossom water', 'orange zest', 'rose water', 'sesame seeds']","['ghee', 'date', 'butter', 'cinnamon', 'flour', 'Sugar', 'sesame', 'yeast', 'salt', 'olive oil', 'anise seeds', 'orange blossom water', 'orange zest', 'rose water']"
133,berkoukes,Africa,0,False,Morocco.,Algeria,"['onion', 'garlic']","carrot, pumpkin, onion, courgette, turnip, potato, garlic, chicken, meat, berkoukes","['semolina flour', 'water', 'yeast', 'salt', 'olive oil', 'onion', 'garlic', 'cumin', 'coriander', 'chili peppers']","['onion', 'garlic']"
892,latay,Africa,0,False,Indonesia.,Algeria,"['basil', 'ginger', 'mint']","basil, green tea, ginger, mint, clove, Sugar","['lamb meat', 'onion', 'garlic', 'cumin', 'coriander', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']","['basil', 'green tea', 'ginger', 'mint', 'clove', 'Sugar', 'lamb meat', 'onion', 'garlic', 'cumin', 'coriander', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']"
602,tahbult tmellalin,Africa,0,False,Morocco.,Algeria,['oil'],"semolina, baking powder, egg, Oil","['lamb or beef meat', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']","['semolina', 'baking powder', 'egg', 'Oil', 'lamb or beef meat', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']"
502,Thamthount n zzith,Africa,0,False,Morocco,Algeria,"['salt', 'oil']","semolina, salt, water, Oil","['lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'olive oil', 'salt', 'black pepper', 'tomatoes']","['semolina', 'salt', 'Oil', 'lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'olive oil', 'black pepper', 'tomatoes']"
353,aḍemmin,Africa,0,False,Morocco,Algeria,['olive oil'],"olive oil, barley, whole wheat flour, chickpea flour, lentil flour","[""lamb's meat"", 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'olive oil', 'tomatoes', 'chili peppers', 'salt']","['olive oil', 'barley', 'whole wheat flour', 'chickpea flour', 'lentil flour', ""lamb's meat"", 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'tomatoes', 'chili peppers', 'salt']"
