id,local_name,country_gt,seed,describe,language,country,region,culture,time_of_day,type_of_dish,utensils,drink,ingredients,occasions
795,Mohinga (မုန့်ဟင်းခါး),"Burma, Myanmar",0,"Mohinga (မုန့်ဟင်းခါး)! Considered the national dish of Myanmar (Burma), Mohinga is a popular breakfast food, but it's also enjoyed throughout the day. Here's a description of this beloved dish:

**Appearance and Ingredients:**
Mohinga is a flavorful fish-based broth served with thin, flat rice noodles, and a variety of toppings. The broth is made with a catfish or other freshwater fish, along with onions, garlic, ginger, turmeric, lemongrass, and other aromatics. The noodles, called ""Mohinga noodles,"" are typically served in a small basket or wrapped in a banana leaf.

**Toppings and Garnishes:**
The dish is often garnished with a variety of ingredients, including:

* Fried shallots
* Crushed peanuts or peanut oil
* Sliced banana blossoms
* Fried fish cakes or fish balls
* Boiled eggs
* Chopped coriander (cilantro) or scallions
* Fried crispy fritters (called ""akyaw"" in Burmese)

**Flavor Profile:**
The broth is savory, slightly spicy, and aromatic, with a rich umami flavor from the fish and simmered aromatics. The noodles absorb the flavorful broth, while the toppings add texture and freshness.

** Cultural Significance:**
Mohinga is an integral part of Myanmar's culinary culture, often served at street stalls, markets, and family gatherings. It's a comforting, nourishing dish that brings people together.

**Variations:**
While traditional Mohinga is made with fish, some variations use chicken or beef broth instead. Regional differences in Myanmar also result in varying spice levels and ingredient choices.

In summary, Mohinga is a flavorful, comforting, and culturally significant dish that showcases the rich culinary heritage of Myanmar.",Burmese.,Myanmar,Myanmar,Burmese,"[""breakfast"", ""snack"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Breakfast""]","[""Spoon"", ""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Mohinga is often served with a cup of hot Myanmar tea, known as lahpet yay, to balance the spicy and savory flavors of the dish.""}","['Rice noodles', 'Fish-based broth', 'Catfish', 'Shallots', 'Garlic', 'Ginger', 'Turmeric', 'Coriander', 'Fish sauce', 'Lime juice']","{""answer"": [""National holiday"", ""Religious holiday"", ""Family gathering""], ""details"": ""Mohinga is a national dish of Myanmar and is often served at family gatherings and celebrations, as well as on national and religious holidays. It is not typically served at funerals or weddings, but is commonly eaten on special occasions and daily life.""}"
733,Shwe Yin Aye (ရွှေရင်အေး),"Burma, Myanmar",0,"`Shwe Yin Aye (ရွှေရင်အေး)` is a traditional Myanmar (Burmese) dessert! It's a sweet, creamy, and refreshing treat that's popular among locals and visitors alike.

`Shwe Yin Aye` is a type of sweet dessert drink made with shaved ice, coconut milk, and a sweet syrup made from palm sugar, known as `jaggery`. The mixture is blended together with crushed ice, creating a slushy, creamy texture. The drink is usually served cold, which makes it a perfect treat on a hot day.

The name `Shwe Yin Aye` literally translates to ""Golden Soft Cool"" in Burmese, which reflects the dessert's smooth, velvety texture and cool, refreshing nature. The dish is often served at street stalls, markets, and teas shops throughout Myanmar, and is a popular snack among locals, especially during the hot summer months.

`Shwe Yin Aye` is often garnished with a sprinkle of poppy seeds or sesame seeds on top, adding a crunchy texture and a touch of nutty flavor to the sweet treat. Some vendors may also add a few drops of fragrant `pandan` extract or a splash of condensed milk to enhance the flavor and aroma.

Overall, `Shwe Yin Aye` is a unique and delicious dessert that showcases the rich flavors and traditions of Myanmar's culinary culture.",Burmese.,Myanmar,Myanmar (Burma),Burmese,"[""dinner"", ""snack"", ""anytime""]","[""Dessert""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Shwe Yin Aye is often served with a cup of hot green tea, which is a popular beverage in Burma, Myanmar. The sweet and creamy dessert pairs well with the bitter flavor of the tea.""}","['Shaved ice', ' Coconut jelly', 'Sago', 'Jackfruit', 'Toddyy palm seeds', 'Coconut milk', 'Palm sugar', 'Water', 'Ice cream (optional)', 'Sesame seeds (optional)']","{""answer"": [""Religious holiday"", ""Family gathering"", ""Special occasions""], ""details"": ""Shwe Yin Aye is a popular dessert in Myanmar, often served at special occasions such as religious holidays and family gatherings. It's a sweet and creamy dessert that is loved by many Burmese people, especially during auspicious events.""}"
730,Kyet U Hinn / Bel U Hinn (ကြက်ဥဟင်း / ဘဲဥဟင်း),"Burma, Myanmar",0,"`Kyet U Hinn / Bel U Hinn (ကြက်ဥဟင်း / ဘဲဥဟင်း)` is a traditional Burmese dish from Myanmar. The name ""Kyet U"" means ""chicken rice"" and ""Bel U"" means ""duck rice"", indicating the protein used in the dish.

`Kyet U Hinn / Bel U Hinn` is a flavorful rice dish cooked with chicken or duck broth, making it a hearty and comforting meal. The rice is typically cooked with the broth, along with added flavors from onions, garlic, ginger, and turmeric, giving it a warm, aromatic flavor. 

The dish is often served with a variety of garnishes, including fried shallots, chopped scallions, and a sprinkle of toasted sesame seeds. Additionally, boiled eggs, chicken or duck meat (depending on the variation), and sometimes peas or carrots may be added on top.

In Burmese cuisine, `Kyet U Hinn / Bel U Hinn` is a popular comfort food, often served at informal gatherings, family meals, or even as a snack. Its rich, savory flavor and comforting warmth have made it a beloved dish in Myanmar.",Burmese,Myanmar (Burma),Shan State,Burmese,"[""breakfast"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Myanmar, Kyet U Hinn / Bel U Hinn is commonly served with a cup of hot tea, which helps to balance the richness of the dish.""}","['Rice noodle', 'Chicken or Duck Egg', 'Chicken or Duck meat', 'Onion', 'Garlic', 'Ginger', 'Turmeric powder', 'Salt', 'Pepper', 'Peanut oil or Vegetable oil']","{""answer"": [""Child birth"", ""Special occasions""], ""details"": ""Kyet U Hinn / Bel U Hinn is traditionally served during special occasions, especially during childbirth, as it is believed to have nutritional benefits for new mothers.""}"
486,Umukeke Utetse,Burundi,0,"`Umukeke Utetse` is a traditional dish from Burundi, a small landlocked country in East Africa. From my knowledge, `Umukeke Utetse` is a staple dish in Burundian cuisine, especially among the Hutu people.

`Umukeke Utetse` can be described as a thick, hearty cassava leaf stew made with a variety of ingredients, including cassava leaves, peanuts, onions, garlic, and sometimes beef or chicken. The dish is often flavored with ingredients like ginger, salt, and pepper. The cassava leaves, which are rich in nutrients, are typically harvested from the cassava plant and cooked with the other ingredients in a large pot.

The cooking process involves sautéing the onions, garlic, and sometimes meat in oil, followed by the addition of the cassava leaves, peanuts, and spices. The stew is then slow-cooked until the flavors have melded together and the cassava leaves have reached a tender consistency.

`Umukeke Utetse` is often served with a side of ugali (a staple dish made from cornmeal or cassava flour), matooke (steamed or boiled green bananas), or rice. This dish is not only delicious but also provides essential nutrients, making it a valuable part of Burundian cuisine.",Swahili.,Botswana,Rwanda,Rwandan,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Burundi, Umukeke Utetse is often served with a refreshing drink, such as sorrel tea or fresh fruit juice, to balance the richness of the dish.""}","['cassava leaves', 'peanuts', 'onions', 'garlic', 'chilies', 'vegetable oil', 'salt', 'black pepper', 'tomatoes', 'water']","{""answer"": [""Wedding"", ""Funeral"", ""Family gathering""], ""details"": ""Umukeke Utetse is a culturally significant dish in Burundi, and its preparation and sharing are often reserved for important life events and celebrations, such as weddings, funerals, and family gatherings.""}"
73,Mbongo tchobi,Cameroon,0,"`Mbongo tchobi` is a traditional Cameroonian dish that originates from the Bangangté people of the West Region of Cameroon. It is a spicy peanut sauce served with roasted fish, usually catfish or tilapia, and accompanied by steamed plantains or cassava.

The peanut sauce, which is the signature component of `Mbongo tchobi`, is made by grinding roasted peanuts into a fine paste, then mixing it with onions, garlic, ginger, and spices like cumin, coriander, and chili peppers. The sauce is simmered in oil until it thickens, giving it a rich, creamy consistency.

To prepare `Mbongo tchobi`, the fish is typically roasted over an open flame, giving it a smoky flavor that complements the nutty, slightly sweet flavor of the peanut sauce. The dish is often served at special occasions and celebrations in Cameroon, and it's considered a staple of the country's cuisine.

Overall, `Mbongo tchobi` is a flavorful and aromatic dish that showcases the rich cultural heritage and culinary traditions of Cameroon.",Bamum.,Cameroon.,Cameroon.,Cameroonian.,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Sauce""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Mbongo tchobi is often served with a traditional drink like palm wine or ginger beer.""}","['peanuts', 'onions', 'garlic', 'ginger', 'tomatoes', ' Scotch bonnet peppers', 'okra', 'salt', 'black pepper', 'vegetable oil']","{""answer"": [""Wedding"", ""Funeral"", ""Family gathering""], ""details"": ""Mbongo tchobi is often served at social gatherings and celebrations, particularly weddings, funerals, and family reunions, where it's shared with the community as a symbol of unity and hospitality.""}"
685,Nyamangoro Red Soup,Cameroon,0,"`Nyamangoro Red Soup`! I'm thrilled to share my knowledge about this authentic Cameroonian dish. 

`Nyamangoro Red Soup` is a traditional and flavorful soup originating from the western region of Cameroon, specifically among the Bamum people. This iconic dish is a staple in many Cameroonian households, often served at family gatherings, special occasions, and even daily meals.

Here's a brief description:

**Appearance and Flavor Profile:** Nyamangoro Red Soup gets its vibrant red color from the key ingredient, red palm oil. The soup has a rich, slightly thick texture and a bold, savory flavor, with a subtle sweetness. The aroma is tantalizing, with hints of spices, herbs, and, of course, the distinct flavor of palm oil.

**Main Ingredients:** The core ingredients include:

1. **Red Palm Oil**: The primary component, which gives the soup its signature color and flavor.
2. **Peanuts or Groundnuts**: Adding creaminess and nutty flavor.
3. **Meat or Fish**: Chicken, beef, or fish (such as catfish or tilapia) are commonly used, adding protein and texture.
4. **Vegetables**: Onions, tomatoes, bell peppers, and sometimes eggplant or okra are sautéed to create a flavorful base.
5. **Spices and Herbs**: A blend of traditional spices, including paprika, cayenne pepper, garlic, ginger, and African peppers, which contribute to the soup's bold flavor.

**Preparation and Serving:** The ingredients are sautéed in red palm oil, then simmered together in a flavorful broth. The soup is often served with fufu (boiled and pounded cassava or yams), which is used to scoop up the flavorful soup. 

**Cultural Significance:** `Nyamangoro Red Soup` is more than just a meal; it's a symbol of hospitality, community, and cultural heritage. It's often served at special gatherings, such as weddings, festivals, and family reunions, fostering a sense of togetherness and shared tradition.

Is there something specific you'd like to know about `Nyamangoro Red Soup`? I'd be happy to provide more insights!",Shona,Zimbabwe,Zimbabwe.,Shona.,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Soup""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Nyamangoro Red Soup is often served with a traditional beverage like ginger beer or palm wine, which helps to wash down the spicy and rich flavors of the soup.""}","['peanuts', 'vegetable oil', 'onions', 'garlic', 'ginger', 'tomatoes', 'red pepper', 'salt', 'water', 'spinach']","{""answer"": [""Family gathering"", ""Religious holiday"", ""National holiday""], ""details"": ""Nyamangoro Red Soup is a staple dish in Cameroonian cuisine and is often served during social gatherings and celebrations. It's a symbol of unity and togetherness, bringing people together on special occasions.""}"
684,Nyamangoro/ Congo meat/ Slowboys,Cameroon,0,"`Nyamangoro` (also known as `Congo meat` or `Slowboys`) is a traditional dish originating from Cameroon, specifically from the Bamenda region. 

`Nyamangoro` is a type of dried and smoked beef, usually made from cattle meat. The preparation process involves cutting the beef into thin strips, which are then dried in the sun or smoked over an open flame to remove excess moisture. This process helps to preserve the meat, making it a staple in many Cameroonian households.

The resulting `Nyamangoro` is a tough, chewy, and flavorful meat that's often served in small quantities as a snack or used as an ingredient in various traditional dishes, such as stews and soups. The smoky flavor is a distinctive characteristic of `Nyamangoro`, which is often seasoned with spices and herbs for added flavor.

In Cameroon, `Nyamangoro` is a popular snack among locals, especially in rural areas where access to refrigeration is limited. It's also a common sight in markets and street food stalls, where it's often served with a side of peanuts, plantains, or other local delicacies.

Overall, `Nyamangoro` is a beloved Cameroonian delicacy that's rich in culture, history, and flavor.",Shona.,Zimbabwe,Southern Africa,Zimbabwean,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Nyamangoro/Congo meat/Slowboys is often accompanied by a cold beer, such as Castel or Guinness, or a non-alcoholic drink like soda or juice.""}","['Peanuts', 'Meat (beef, goat, or antelope)', 'Vegetable oil', 'Onions', 'Tomatoes', 'Garlic', 'Ginger', 'Chili peppers', 'Salt', 'Black pepper']","{""answer"": [""Funeral"", ""Family gathering""], ""details"": ""Nyamangoro/Congo meat/Slowboys is often served at funerals as a way to console the grieving family, and also at family gatherings such as reunions and celebrations.""}"
712,Kpwem sans sel,Cameroon,0,"`Kpwem sans sel`! This traditional Cameroonian dish is a staple in many households, especially in the western region of the country. ""Kpwem"" is a Cameroonian Pidgin English term that roughly translates to ""cassava leaves,"" while ""sans sel"" is French for ""without salt.""

`Kpwem sans sel` is a flavorful, salt-free stew made with cassava leaves, which are rich in vitamins and minerals. The dish is prepared by boiling the cassava leaves with onions, garlic, and sometimes peanut paste or palm oil, which gives it a rich, creamy flavor. The absence of salt is what distinguishes this dish from other cassava leaf stews, as many traditional Cameroonian dishes rely heavily on salt for flavor.

The preparation of `Kpwem sans sel` involves several steps. First, the cassava leaves are washed and chopped, then sautéed with onions and garlic until they're tender. Next, the peanut paste or palm oil is added, along with some water, to create a rich, savory sauce. The dish is often served with fufu (a staple made from boiled and pounded cassava flour), plantains, or rice.

`Kpwem sans sel` is not only a delicious and nutritious meal, but it's also packed with cultural significance. In Cameroon, it's often served during special occasions and celebrations, and its preparation is often a communal effort, bringing families and friends together.

Overall, `Kpwem sans sel` is a beloved Cameroonian dish that showcases the country's rich culinary heritage and its ability to create flavorful, healthy meals without relying on salt.",French,Cameroon,West Africa,Ivoirian,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Kpwem sans sel is often served with a glass of fresh hibiscus juice or ginger beer, which complements its spicy and smoky flavors.""}","['cassava leaves', 'peanuts', 'onions', 'garlic', 'chili peppers', 'salt-free seasoning', 'vegetable oil', 'ginger', 'tomatoes', 'spinach']","{""answer"": [""Family gathering"", ""Religious holiday"", ""National holiday""], ""details"": ""Kpwem sans sel is often served at family gatherings, religious holidays, and national holidays in Cameroon as a symbol of unity and celebration.""}"
704,Plantain Chips,Cameroon,0,"Plantain Chips from Cameroon! Those crispy, golden delights are a staple snack in Cameroonian cuisine. Here's what I know about them:

**Description:** Plantain Chips, also known as ""plantain crisps"" or ""chips de plantain"" in French, are thinly sliced plantains that are fried until crispy and golden brown. They're a popular snack in Cameroon, often served as a side dish or appetizer.

**Preparation:** Ripe plantains are selected, washed, peeled, and sliced into thin rounds. The slices are then fried in hot oil until they're crispy and golden, usually in small batches to prevent them from sticking together. The fried plantain chips are then drained of excess oil and seasoned with salt and sometimes pepper.

**Taste and Texture:** The resulting plantain chips are crunchy on the outside and starchy on the inside, with a sweet, slightly nutty flavor. They're addictively snackable, with a satisfying crunch that's hard to resist.

**Popularity:** Plantain Chips are a beloved snack in Cameroon, enjoyed at social gatherings, parties, and even as a quick street food. They're often served with a cold drink, like a beer or soda, and are a popular accompaniment to grilled meats or as a side dish with traditional Cameroonian dishes like jollof rice or fufu.

**Variations:** While traditional plantain chips are the most common, some variations include adding spices or herbs to the oil before frying for extra flavor. Some vendors also offer sweet plantain chips, where the plantains are fried with a touch of sugar or honey for a sweet and savory flavor.

Overall, Plantain Chips from Cameroon are a delicious and irresistible snack that's deeply ingrained in the country's food culture.",English,Haiti,Latin America,Latin American Caribbean,"[""snack"", ""anytime""]","[""Side dish"", ""Small plate / bowl for sharing""]","[""Fingers"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Plantain Chips are often enjoyed with a cold drink, such as a beer or a soft drink like soda or juice. The most popular pairing is with a cold beer, particularly among locals.""}","['Ripe plantains', 'Vegetable oil', 'Salt', 'Water', 'Sugar', 'Garlic', 'Onion powder', 'Paprika', 'Black pepper', 'Food coloring (optional)']","{""answer"": [""None of the above""], ""details"": ""Plantain Chips are a popular snack in Cameroon and are commonly consumed as a casual snack, not typically associated with special occasions.""}"
701,Fish Roll,Cameroon,0,"The renowned Fish Roll from Cameroon!

Fish Roll is a popular snack in Cameroon, a West African country. It is essentially a crispy, deep-fried pastry roll filled with a delicious mixture of fish, onions, and spices. The filling typically consists of mashed fish (usually sardines or mackerel), onions, and a blend of spices, including pepper, salt, and sometimes paprika.

The filling is then wrapped in a thin layer of dough, usually made from flour, water, and salt, and shaped into a cylindrical roll. The roll is then deep-fried until golden brown, resulting in a crunchy outside and a flavorful, savory inside.

Fish Roll is often served as a snack or appetizer, and it's commonly found at street food stalls, markets, and restaurants in Cameroon. It's a beloved treat among locals and visitors alike, and its popularity has spread to other West African countries as well. The combination of crispy pastry and flavorful fish filling has made Fish Roll a staple in Cameroonian cuisine.",Nigerian Pidgin.,Nigeria.,West Africa,Nigerian,"[""snack"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Small plate / bowl for sharing"", ""Small plate / bowl served as a part of a collection""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Fish Roll is often accompanied by a refreshing drink like soda, water, or juice.""}","['Fish', 'Vegetable Oil', 'Onion', 'Tomato', 'Pepper', 'Salt', 'Garlic', 'Ginger', 'Spices', 'Flour']","{""answer"": [""Family gathering"", ""National holiday""], ""details"": ""In Cameroon, Fish Roll is a popular snack that is often served at informal gatherings and celebrations. It's common to find Fish Roll vendors at festivals and national holidays, and it's also a popular snack at family gatherings and outdoor events.""}"
596,Roasted fish,Cameroon,0,"`Roasted fish` from Cameroon, also known as ""Poisson braisé"" in French, is a traditional Cameroonian dish that's both flavorful and aromatic. It's a staple in many Cameroonian households, especially in the coastal regions where fresh fish is abundant.

Here's what you can expect from this delicious dish:

**Description:** `Roasted fish` is typically made with a whole fish (often a freshwater fish like tilapia or catfish, or a saltwater fish like snapper or mullet), scaled and cleaned, then marinated in a mixture of spices, herbs, and sometimes beer or PALM WINE (a popular local beverage). The marinade often includes ingredients like onions, garlic, ginger, pepper, salt, and sometimes a hint of Cameroon's popular spice blend, ""ndole"" (a mix of peanuts, chilies, garlic, and spices).

The fish is then roasted over an open flame or in a wood-fired oven, which gives it a nice char on the outside while keeping the inside tender and juicy. The skin is crispy and golden, with a subtle smokiness from the roasting process.

**Serving style:** `Roasted fish` is often served with a side of boiled cassava, yams, or plantains, as well as a variety of vegetables like tomatoes, onions, and peppers. In some regions, it's also served with a spicy peanut sauce or a flavorful tomato-based sauce.

**Flavor profile:** The combination of spices, herbs, and the slight smokiness from the roasting process gives `Roasted fish` a rich, complex flavor profile that's both savory and slightly sweet. The freshness of the fish ensures that it's not overpowering, allowing the natural flavors to shine through.

Overall, `Roasted fish` from Cameroon is a mouthwatering, satisfying dish that showcases the country's rich culinary heritage.",English,Jamaica,Global,Mediterranean,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, it's common to pair roasted fish with a refreshing drink like ginger beer or a fruit juice, such as mango or pineapple, to help cool down the palate from the spicy or smoky flavors of the roasted fish.""}","['Tilapia or Mackerel fish', 'Pepper', 'Onion', 'Tomato', 'Garlic', 'Ginger', 'Pilian (Cameroonian spice blend)', 'Salt', 'Black pepper', 'Vegetable oil']","{""answer"": [""Funeral"", ""Family gathering""], ""details"": ""In Cameroon, Roasted fish is a popular dish often served at informal gatherings and celebrations. It's commonly found at funerals, where it's served as a comforting meal to mourners, and at family gatherings, where it's shared with loved ones as a symbol of unity and togetherness.""}"
562,Egusi pudding,Cameroon,0,"`Egusi pudding`! I'm delighted to share my knowledge about this traditional Cameroonian dish.

`Egusi pudding` is a popular dessert-like dish originating from Cameroon, West Africa. The name ""Egusi"" comes from the Egusi melon, a type of gourd that is commonly used in West African cuisine. In this pudding, the Egusi seeds are the primary ingredient.

The dish is a sweet, creamy, and nutty pudding made by blending Egusi seeds with milk, sugar, and sometimes other ingredients like cornstarch or flour. The mixture is then cooked until it thickens, resulting in a smooth, velvety texture similar to a Western-style pudding.

The flavor profile of `Egusi pudding` is unique and intriguing, with hints of nutmeg, vanilla, and a slightly sweet, earthy undertone from the Egusi seeds. The pudding can be served warm or chilled, often garnished with a sprinkle of cinnamon or a drizzle of honey.

In Cameroon, `Egusi pudding` is often served as a snack or dessert, typically at social gatherings, festivals, or special occasions like weddings and holidays. It's a beloved treat that brings people together, and its rich cultural significance is deeply rooted in Cameroonian tradition.

Have you tried `Egusi pudding` before, or would you like to know more about its cultural significance or preparation methods?",Igbo.,Nigeria.,West Africa,Nigerian.,"[""dinner"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Egusi pudding is often served with a warm drink like tea or coffee, and sometimes with a cold drink like soda or fruit juice, depending on personal preference.""}","['Egusi seeds', 'onions', 'garlic', 'pepper', 'salt', 'vegetable oil', 'tomatoes', 'scotch bonnet peppers', 'crayfish', 'maggi cube']","{""answer"": [""Child birth"", ""Wedding"", ""Family gathering""], ""details"": ""Egusi pudding is a traditional Cameroonian dish that holds cultural significance, often served during celebratory events and gatherings. It's commonly prepared and shared during joyful occasions such as childbirth, weddings, and family gatherings, bringing people together to share in the joy and celebration.""}"
426,Corn chaff,Cameroon,0,"`Corn chaff` from Cameroon! After conducting research, I found that `Corn chaff` is a traditional Cameroonian snack or appetizer made from roasted corn husks or corn cobs. Here's what I discovered:

**Description:** `Corn chaff` is a crunchy, savory, and slightly sweet snack that is deeply rooted in Cameroonian cuisine. It's made by roasting dried corn husks or corn cobs over an open flame, giving them a crispy texture and a nutty flavor. The roasting process brings out the natural sweetness of the corn, while also imparting a smoky flavor from the flames.

**Preparation:** To prepare `Corn chaff`, vendors or households typically dry corn husks or cobs in the sun for several days to remove excess moisture. Once dry, the husks or cobs are roasted over an open flame, often in large batches. The roasting process involves constant stirring to ensure even cooking and prevent burning.

**Serving:** `Corn chaff` is often served as a snack, typically in small paper cones or bags. It's a popular street food in Cameroon, often enjoyed with a sprinkle of salt or a dash of chili pepper for added flavor.

**Cultural significance:** `Corn chaff` holds cultural significance in Cameroon, as it's often served at social gatherings, festivals, and markets. It's a beloved snack that brings people together, and its preparation and sharing are often a social event in itself.

While my knowledge is based on research, I'd love to learn more about `Corn chaff` from those who have firsthand experience with this traditional Cameroonian snack!",English,China,Southern United States,Kansas/Western American,"[""anytime"", ""snack""]","['Side dish', 'Main dish - eaten with sides']","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Corn chaff is often served with a traditional drink called 'kanja' which is a sweet, milky tea or with a glass of fresh vegetable juice.""}","['Dried corn husks', 'Peanut paste', 'Onion', 'Garlic', 'Ginger', 'Chili pepper', 'Vegetable oil', 'Salt', 'Black pepper', 'Paprika']","{""answer"": [""None of the above""], ""details"": ""Corn chaff is not a traditional dish in Cameroon, and it's not typically eaten for special occasions.""}"
594,N'nam Wondo,Cameroon,0,"`N'nam Wondo`! A traditional delicacy from Cameroon, West Africa. `N'nam Wondo` is a flavorful and nutritious dish made from a thick paste of cassava leaves, peanuts, and spices. The name ""N'nam Wondo"" comes from the local Bamum language, with ""N'nam"" meaning ""cassava leaves"" and ""Wondo"" meaning ""peanut"".

To prepare `N'nam Wondo`, cassava leaves are carefully selected, washed, and chopped before being ground into a fine paste. Peanuts are then roasted and ground into a smooth paste, which is mixed with the cassava leaf paste, along with onions, garlic, salt, and a blend of spices. The resulting mixture is rich, creamy, and infused with a delicious nutty flavor.

`N'nam Wondo` is typically served with a side of fufu, a staple food in Cameroon made from boiled and pounded cassava, yams, or plantains. The dish is often enjoyed at family gatherings, celebrations, and special occasions, and is highly valued for its nutritional benefits and cultural significance.

In Cameroon, `N'nam Wondo` is more than just a meal – it's a symbol of hospitality, community, and tradition. When served, it's often accompanied by lively conversations, laughter, and a sense of togetherness, fostering a strong sense of community and connection among those who share it.",Wolof,Cameroon,Cameroon.,Cameroonian,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides"", ""Soup""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, N'nam Wondo is often served with a refreshing glass of 'Ginger Beer' or 'Sudsak', a popular Cameroonian drink made from sour sop fruit.""}","['peanuts', 'vegetable oil', 'onions', 'garlic', 'ginger', ' Scotch bonnet peppers', 'salt', 'black pepper', 'tomatoes', 'spinach']","{""answer"": [""Wedding"", ""Child birth"", ""Family gathering""], ""details"": ""In Cameroon, N'nam Wondo is often served at joyous celebrations and family gatherings, marking important life events such as weddings and childbirths. Its rich flavor and nutritional value make it a popular choice for special occasions that bring people together.""}"
459,Pilé pomme,Cameroon,0,"Delighted to share my knowledge about `Pilé pomme` from Cameroon!

`Pilé pomme` is a traditional Cameroonian dish originating from the western region of Cameroon. The name ""Pilé pomme"" literally translates to ""mashed apple"" in French, but don't let the name fool you - it has no connection to apples! Instead, it's a delicious dish made from boiled and mashed green plantains, which are abundant in Cameroon.

The preparation of `Pilé pomme` involves boiling the green plantains until they're tender, then mashing them into a thick, starchy paste. The mash is often flavored with onions, garlic, and spices, giving it a savory and slightly sweet taste. The dish is often served with a variety of sauces or stews, such as peanut sauce, vegetable stew, or meat-based sauces.

`Pilé pomme` is a staple food in many Cameroonian households, particularly in the western region. It's a comforting and filling meal that's often served at gatherings and celebrations. The dish is also gaining popularity in other parts of the world, thanks to the growing interest in African cuisine.

Have you tried `Pilé pomme` before, or is it something you're interested in trying?",French,Haiti,Acadia,Haitian,"[""breakfast"", ""snack""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Cameroon, Pilé pomme is often accompanied by a drink, usually a glass of fresh juice, such as mango or pineapple juice, or a local beer like Castel or Guinness.""}","Here are the ingredients for Pilé pomme from Cameroon:

['green plantains', 'vegetable oil', 'onions', 'garlic', 'pepper', 'salt', 'maggie cube', 'fish or meat (optional)', 'scotch bonnet peppers', 'tomatoes']","{""answer"": [""Family gathering"", ""National holiday"", ""Seasonal holiday""], ""details"": ""Pilé pomme is a traditional Cameroonian dish often served during festive occasions, such as family gatherings, national holidays, and seasonal holidays, due to its rich flavors and hearty portions.""}"
