id,local_name,continent,seed,country_match,country_llm,countries,ingredients_intersect,ingredients,ingredients_llm,ingredients_union
899,khdawedj ala darbouz,Africa,2,False,Morocco,Algeria,"['chickpea', 'onions']","ghee, butter, chickpea, chicken, cinnamon, onions","[""I apologize, but as a friendly AI, I must inform you that I couldn't find any information on 'khdawedj ala darbouz' being a real Algerian dish. It's possible that it's a misspelling, a dialectical variation, or a non-existent dish. However, I can suggest some common ingredients used in Algerian cuisine, which might be helpful: ['chickpeas', 'cumin', 'coriander', 'garlic', 'olive oil', 'onions', 'tomatoes', 'capers', 'lemon juice', 'parsley'] Please note that these ingredients might not be specific to 'khdawedj ala darbouz' as it's unclear if such a dish exists. If you have more information about the dish, I'd be happy to help you with the ingredients.""]","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'cumin', 'coriander', 'garlic', 'olive oil', 'tomatoes', 'lemon juice', 'parsley']"
899,khdawedj ala darbouz,Africa,3,True,Algeria,Algeria,"['onions', 'chicken']","ghee, butter, chickpea, chicken, cinnamon, onions","['olive oil', 'chopped onions', 'garlic', 'chicken or beef', 'tomatoes', 'green peppers', 'cumin', 'coriander', 'paprika', 'salt']","['ghee', 'butter', 'chickpea', 'chicken', 'cinnamon', 'onions', 'olive oil', 'chopped onions', 'garlic', 'tomatoes', 'green peppers', 'cumin', 'coriander', 'paprika', 'salt']"
899,khdawedj ala darbouz,Africa,4,True,Algeria,Algeria,"['chickpea', 'onions']","ghee, butter, chickpea, chicken, cinnamon, onions","['olive oil', 'chickpeas', 'cumin', 'coriander', 'garlic', 'onions', 'tomatoes', 'capers', 'paprika', 'chili peppers']","['ghee', 'butter', 'chickpeas', 'chicken', 'cinnamon', 'onions', 'olive oil', 'cumin', 'coriander', 'garlic', 'tomatoes', 'capers', 'paprika', 'chili peppers']"
897,zaligou,Africa,0,False,Senegal,Algeria,['garlic'],"garlic, chicken, pepper, meat, Green bean","['lamb', 'onions', 'garlic', 'ginger', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'olive oil', 'paprika']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'lamb', 'onions', 'ginger', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'olive oil', 'paprika']"
897,zaligou,Africa,1,False,France,Algeria,['garlic'],"garlic, chicken, pepper, meat, Green bean","['chickpeas', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'paprika', 'tomatoes', 'chili peppers', 'harissa']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'onions', 'olive oil', 'cumin', 'coriander', 'paprika', 'tomatoes', 'chili peppers', 'harissa']"
897,zaligou,Africa,2,False,Greece,Algeria,['garlic'],"garlic, chicken, pepper, meat, Green bean","['chickpeas', 'olive oil', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']"
897,zaligou,Africa,3,False,France,Algeria,['garlic'],"garlic, chicken, pepper, meat, Green bean","['chickpeas', 'olive oil', 'onions', 'garlic', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'parsley', 'sumac']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'parsley', 'sumac']"
897,zaligou,Africa,4,False,Japan,Algeria,['garlic'],"garlic, chicken, pepper, meat, Green bean","['chickpeas', 'olive oil', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']","['garlic', 'chicken', 'pepper', 'meat', 'Green bean', 'chickpeas', 'olive oil', 'onions', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'tomatoes']"
889,gateau el mabroucha,Africa,0,False,Morocco,Algeria,['eggs'],"baking powder, flour, Sugar, egg, apricot jam, lemon zest, Oil","['almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cardamom', 'ground cinnamon', 'honey', 'pistachios']","['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cardamom', 'ground cinnamon', 'honey', 'pistachios']"
889,gateau el mabroucha,Africa,1,False,Morocco,Algeria,"['flour', 'Sugar', 'egg']","baking powder, flour, Sugar, egg, apricot jam, lemon zest, Oil","['almonds', 'hazelnuts', 'orange blossom water', 'rose water', ""confectioner's sugar"", 'egg whites', 'unsalted butter', 'ground almonds', 'pistachios', 'flour']","['baking powder', 'flour', 'Sugar', 'egg', 'apricot jam', 'lemon zest', 'Oil', 'almonds', 'hazelnuts', 'orange blossom water', 'rose water', ""confectioner's sugar"", 'egg whites', 'unsalted butter', 'ground almonds', 'pistachios']"
889,gateau el mabroucha,Africa,2,True,Algeria,Algeria,"['sugar', 'butter', 'egg']","baking powder, flour, Sugar, egg, apricot jam, lemon zest, Oil","['almonds', 'hazelnuts', 'sugar', 'butter', 'egg yolks', 'rose water', 'orange blossom water', 'ground almonds', ""confectioner's sugar"", 'unsalted butter']","['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almonds', 'hazelnuts', 'butter', 'egg yolks', 'rose water', 'orange blossom water', 'ground almonds', ""confectioner's sugar"", 'unsalted butter']"
889,gateau el mabroucha,Africa,3,False,Tunisia,Algeria,['eggs'],"baking powder, flour, Sugar, egg, apricot jam, lemon zest, Oil","['almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cinnamon', 'ground ginger', 'pistachios', 'chopped almonds']","['baking powder', 'flour', 'sugar', 'egg', 'apricot jam', 'lemon zest', 'oil', 'almond flour', ""confectioner's sugar"", 'unsalted butter', 'eggs', 'rose water', 'orange blossom water', 'ground cinnamon', 'ground ginger', 'pistachios', 'chopped almonds']"
889,gateau el mabroucha,Africa,4,False,Morocco,Algeria,"['sugar', 'flour', 'eggs']","baking powder, flour, Sugar, egg, apricot jam, lemon zest, Oil","['almonds', 'hazelnuts', 'orange blossom water', 'rose water', 'ground cinnamon', 'ground ginger', 'sugar', 'unsalted butter', 'eggs', 'flour']","['baking powder', 'flour', 'Sugar', 'egg', 'almonds', 'hazelnuts', 'orange blossom water', 'rose water', 'ground cinnamon', 'ground ginger', 'unsalted butter']"
863,chakhchoukhat dhfer,Africa,0,False,Morocco,Algeria,"['chickpea', 'onion', 'garlic']","carrot, semolina, onion, courgette, butter, garlic, ras el hanout, chickpea, meat, Oil","I apologize, but as a conversational AI, I must inform you that I couldn't find any information on ""chakhchoukhat dhfer"" being a traditional or well-known dish from Algeria or anywhere else. It's possible that it's a misspelling, a variation of a different dish, or a made-up name.

However, I can suggest some common ingredients found in Algerian cuisine, which might be helpful:

['chickpeas', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'chili peppers', 'tomatoes', 'lamb', 'apricots']

Please note that this is not a specific recipe for ""chakhchoukhat dhfer"", but rather a list of common ingredients found in Algerian cuisine. If you have more information about the dish, I'd be happy to try and help you further!","['carrot', 'semolina', 'onion', 'butter', 'garlic', 'chickpea', 'meat', 'Oil']"
863,chakhchoukhat dhfer,Africa,1,False,Morocco,Algeria,"['chickpea', 'onion', 'garlic', 'oil']","carrot, semolina, onion, courgette, butter, garlic, ras el hanout, chickpea, meat, Oil","['chickpeas', 'olive oil', 'onions', 'garlic', 'tomatoes', 'cumin', 'coriander', 'paprika', 'salt', 'black pepper']","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'Oil', 'tomatoes', 'cumin', 'coriander', 'paprika', 'salt', 'black pepper']"
863,chakhchoukhat dhfer,Africa,2,False,Morocco,Algeria,"['chickpea', 'garlic', 'onion']","carrot, semolina, onion, courgette, butter, garlic, ras el hanout, chickpea, meat, Oil","[""I apologize, but I couldn't find any information on 'chakhchoukhat dhfer' being a real dish from Algeria or any other cuisine. It's possible that it's a misspelling or a made-up dish. However, I can suggest some common ingredients that might be used in a dish with a similar name or a similar cuisine. Here are 10 ingredients that are commonly used in Algerian cuisine: ['chickpeas', 'cumin', 'coriander', 'paprika', 'garlic', 'olive oil', 'onions', 'tomatoes', 'cayenne pepper', 'parsley']""]","['chickpea', 'garlic', 'onion', 'oil']"
863,chakhchoukhat dhfer,Africa,3,False,Morocco,Algeria,"['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'chickpea', 'oil']","carrot, semolina, onion, courgette, butter, garlic, ras el hanout, chickpea, meat, Oil","I'm happy to help! However, I must inform you that I couldn't find any information on ""chakhchoukhat dhfer"" being a traditional Algerian dish. It's possible that it's a misspelling or a variation of a different dish.

If you meant to ask about a different dish, please let me know and I'll do my best to provide the ingredients. If you'd like to provide more context or information about ""chakhchoukhat dhfer"", I'd be happy to help you with that as well!","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'ras el hanout', 'chickpea', 'meat', 'oil']"
863,chakhchoukhat dhfer,Africa,4,False,Morocco,Algeria,"['carrot', 'onion', 'butter', 'garlic', 'Oil']","carrot, semolina, onion, courgette, butter, garlic, ras el hanout, chickpea, meat, Oil","I apologize, but I couldn't find any information on ""chakhchoukhat dhfer"" from Algeria or any other region. It's possible that it's a misspelling or a non-existent dish. If you meant to ask about a different dish, please let me know and I'll do my best to assist you.

However, if you'd like to provide more context or information about this dish, I can try to help you identify the ingredients. Alternatively, if you'd like to create a fictional dish, I can generate a list of ingredients for you. Just let me know!","['carrot', 'semolina', 'onion', 'courgette', 'butter', 'garlic', 'chickpea', 'meat', 'Oil']"
862,tadjin djelbana,Africa,0,False,Morocco,Algeria,"['olive oil', 'onion']","carrot, onion, olive oil, potato, artichoke, beef, ras el hanout, pea, meat","['chickpeas', 'garbanzo beans', 'olive oil', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'lemon juice', 'salt']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'coriander', 'cumin', 'garlic']"
862,tadjin djelbana,Africa,1,False,Tunisia,Algeria,"['onion', 'olive oil']","carrot, onion, olive oil, potato, artichoke, beef, ras el hanout, pea, meat","['lentils', 'dried chickpeas', 'onions', 'garlic', 'olive oil', 'tomatoes', 'spices', 'cumin', 'coriander', 'paprika']","['carrot', 'onion', 'olive oil', 'potato', 'artichoke', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'dried chickpeas', 'garlic', 'tomatoes', 'spices', 'cumin', 'coriander', 'paprika']"
862,tadjin djelbana,Africa,2,True,Algeria,Algeria,"['onion', 'olive oil']","carrot, onion, olive oil, potato, artichoke, beef, ras el hanout, pea, meat","['lentils', 'onions', 'garlic', 'olive oil', 'chili peppers', 'cumin', 'coriander', 'salt', 'black pepper', 'lemon juice']","['carrot', 'onion', 'olive oil', 'potato', 'artichoke', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'garlic', 'chili peppers', 'cumin', 'coriander', 'salt', 'black pepper', 'lemon juice']"
862,tadjin djelbana,Africa,3,True,Algeria,Algeria,"['onion', 'olive oil']","carrot, onion, olive oil, potato, artichoke, beef, ras el hanout, pea, meat","['lentils', 'onions', 'garlic', 'chili peppers', 'tomatoes', 'olive oil', 'salt', 'black pepper', 'cumin', 'coriander']","['carrot', 'onion', 'olive oil', 'potato', 'beef', 'ras el hanout', 'pea', 'meat', 'lentils', 'garlic', 'chili peppers', 'tomatoes', 'salt', 'black pepper', 'cumin', 'coriander']"
862,tadjin djelbana,Africa,4,False,Tunisia,Algeria,"['onion', 'olive oil']","carrot, onion, olive oil, potato, artichoke, beef, ras el hanout, pea, meat","['Lentils', 'Onions', 'Garlic', 'Tomatoes', 'Spices', 'Cumin', 'Coriander', 'Turmeric', 'Olive oil', 'Salt']","['carrot', 'onion', 'olive oil', 'potato', 'cumin', 'coriander', 'salt']"
861,merguez,Africa,0,True,Algeria,Algeria,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","black pepper, paprika, cumin, garlic, coriander, minced meat","['lamb', 'beef', 'garlic', 'cumin', 'coriander', 'paprika', 'salt', 'black pepper', 'red chili peppers', 'onion']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
861,merguez,Africa,1,True,Algeria,Algeria,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","black pepper, paprika, cumin, garlic, coriander, minced meat","['lamb', 'pork', 'garlic', 'coriander', 'cumin', 'paprika', 'salt', 'black pepper', 'red pepper', 'breadcrumbs']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
861,merguez,Africa,2,True,Algeria,Algeria,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","black pepper, paprika, cumin, garlic, coriander, minced meat","['Lamb', 'Spices', 'Garlic', 'Salt', 'Black pepper', 'Cumin', 'Coriander', 'Paprika', 'Cayenne pepper', 'Olive oil']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander', 'minced meat', 'Lamb', 'Spices', 'Salt', 'Cayenne pepper', 'Olive oil']"
861,merguez,Africa,3,True,Algeria,Algeria,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","black pepper, paprika, cumin, garlic, coriander, minced meat","['Lamb', 'Spices', 'Garlic', 'Onion', 'Paprika', 'Cumin', 'Coriander', 'Salt', 'Black Pepper', 'Rice Flour']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
861,merguez,Africa,4,True,Algeria,Algeria,"['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']","black pepper, paprika, cumin, garlic, coriander, minced meat","['Lamb', 'Spices', 'Garlic', 'Paprika', 'Cumin', 'Coriander', 'Salt', 'Black pepper', 'Red pepper', 'Onion']","['black pepper', 'paprika', 'cumin', 'garlic', 'coriander']"
860,hmis,Africa,0,False,India,Algeria,"['tomato', 'olive oil']","tomato, olive oil, pepper","['lamb', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'tomatoes', 'olive oil', 'flour']","['tomato', 'olive oil']"
860,hmis,Africa,1,False,China,Algeria,"['tomato', 'olive oil']","tomato, olive oil, pepper","['Lamb', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Paprika', 'Chili peppers', 'Tomatoes', 'Olive oil', 'Salt']","['tomato', 'olive oil']"
860,hmis,Africa,2,False,India,Algeria,"['tomato', 'olive oil']","tomato, olive oil, pepper","['Lamb', 'Onions', 'Garlic', 'Tomatoes', 'Chili peppers', 'Cumin', 'Coriander', 'Paprika', 'Olive oil', 'Rice']","['tomato', 'olive oil']"
860,hmis,Africa,3,False,South Korea,Algeria,"['tomato', 'olive oil']","tomato, olive oil, pepper","['lamb', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'olive oil', 'tomatoes', 'flour']","['tomato', 'olive oil', 'pepper', 'lamb', 'onions', 'garlic', 'cumin', 'coriander', 'paprika', 'chili peppers', 'flour']"
860,hmis,Africa,4,False,Nigeria,Algeria,['olive oil'],"tomato, olive oil, pepper","['chickpeas', 'olive oil', 'onions', 'garlic', 'cumin', 'coriander', 'chili peppers', 'lemon juice', 'salt', 'cilantro']","['tomato', 'olive oil', 'pepper', 'chickpeas', 'onions', 'garlic', 'cumin', 'coriander', 'chili peppers', 'lemon juice', 'salt', 'cilantro']"
859,poulet aux carottes à l'algerienne,Africa,0,True,Algeria,Algeria,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","carrot, olive oil, cumin, chicken, raisins, prunes, onions","['chicken', 'carrots', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'paprika', 'chili peppers', 'tomatoes']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'coriander', 'paprika', 'chili peppers', 'tomatoes']"
859,poulet aux carottes à l'algerienne,Africa,1,True,Algeria,Algeria,"['chicken', 'carrot', 'cumin', 'olive oil', 'onions']","carrot, olive oil, cumin, chicken, raisins, prunes, onions","['chicken', 'carrots', 'onions', 'garlic', 'ginger', 'cumin', 'coriander', 'paprika', 'olive oil', 'chermoula']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'raisins', 'prunes', 'garlic', 'ginger', 'coriander', 'paprika', 'chermoula']"
859,poulet aux carottes à l'algerienne,Africa,2,True,Algeria,Algeria,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","carrot, olive oil, cumin, chicken, raisins, prunes, onions","['chicken', 'carrots', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'paprika', 'chili peppers', 'tomatoes']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'tomatoes', 'raisins', 'prunes']"
859,poulet aux carottes à l'algerienne,Africa,3,True,Algeria,Algeria,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","carrot, olive oil, cumin, chicken, raisins, prunes, onions","['chicken', 'carrots', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice']","['carrot', 'olive oil', 'cumin', 'chicken', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'lemon juice', 'raisins', 'prunes']"
859,poulet aux carottes à l'algerienne,Africa,4,True,Algeria,Algeria,"['carrot', 'olive oil', 'cumin', 'chicken', 'onions']","carrot, olive oil, cumin, chicken, raisins, prunes, onions","['chicken', 'carrots', 'onions', 'garlic', 'olive oil', 'cumin', 'coriander', 'paprika', 'chili peppers', 'lemon juice']","['carrot', 'olive oil', 'cumin', 'chicken', 'raisins', 'prunes', 'onions', 'garlic', 'coriander', 'paprika', 'chili peppers', 'lemon juice']"
858,Khobz el Dar,Africa,0,False,Egypt,Algeria,['Oil'],"semolina, flour, Milk, Sugar, Yeast, sesame, water, Oil","['Khobz bread', 'Confit of lamb', 'Onions', 'Garlic', 'Ginger', 'Cumin', 'Coriander', 'Turmeric', 'Paprika', 'Olive oil']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Khobz bread', 'Confit of lamb', 'Onions', 'Garlic', 'Ginger', 'Cumin', 'Coriander', 'Turmeric', 'Paprika', 'Olive oil']"
858,Khobz el Dar,Africa,1,False,Egypt,Algeria,"['Sugar', 'Milk', 'Yeast', 'Water']","semolina, flour, Milk, Sugar, Yeast, sesame, water, Oil","['Bread (Khobz)', 'Butter', 'Honey', 'Almonds', 'Pistachios', 'Rose water', 'Orange blossom water', 'Cardamom', 'Cinnamon', 'Powdered sugar']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Bread (Khobz)', 'Butter', 'Honey', 'Almonds', 'Pistachios', 'Rose water', 'Orange blossom water', 'Cardamom', 'Cinnamon', 'Powdered sugar']"
858,Khobz el Dar,Africa,2,False,Morocco,Algeria,"['semolina', 'Sugar', 'Yeast', 'Water', 'Olive oil']","semolina, flour, Milk, Sugar, Yeast, sesame, water, Oil","['Durum wheat semolina', 'Water', 'Salt', 'Olive oil', 'Yeast', 'Sugar', 'Anise seeds', 'Mahleb', 'Rose water', 'Orange blossom water']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'Olive oil', 'Water', 'Salt', 'Anise seeds', 'Mahleb', 'Rose water', 'Orange blossom water']"
858,Khobz el Dar,Africa,3,False,Lebanon,Algeria,"['semolina', 'yeast']","semolina, flour, Milk, Sugar, Yeast, sesame, water, Oil","['Durum wheat semolina', 'Water', 'Salt', 'Yeast', 'Olive oil', 'Butter', 'Raisins', 'Cinnamon', 'Orange blossom water', 'Anise seeds']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'sesame', 'water', 'Oil', 'Durum wheat semolina', 'Salt', 'Olive oil', 'Butter', 'Raisins', 'Cinnamon', 'Orange blossom water', 'Anise seeds']"
858,Khobz el Dar,Africa,4,False,Egypt,Algeria,"['flour', 'water', 'yeast']","semolina, flour, Milk, Sugar, Yeast, sesame, water, Oil","['Dough (flour, water, yeast, salt)', 'Butter', ""Confectioner's sugar"", 'Cinnamon', 'Orange blossom water', 'Pistachios', 'Almonds', 'Raisins', 'Rose water', 'Cardamom']","['semolina', 'flour', 'Milk', 'Sugar', 'Yeast', 'water', 'Oil', 'Dough', 'salt', 'Butter', ""Confectioner's sugar"", 'Cinnamon', 'Orange blossom water', 'Pistachios', 'Almonds', 'Raisins', 'Rose water', 'Cardamom']"
857,Dersa,Africa,0,False,Ethiopia,Algeria,"['olive oil', 'paprika', 'cumin', 'garlic']","olive oil, paprika, cumin, garlic, red pepper","['lamb', 'onions', 'garlic', 'chili peppers', 'cumin', 'coriander', 'paprika', 'olive oil', 'salt', 'black pepper']","['olive oil', 'paprika', 'cumin', 'garlic']"
857,Dersa,Africa,1,False,Ethiopia,Algeria,"['olive oil', 'paprika', 'cumin', 'garlic']","olive oil, paprika, cumin, garlic, red pepper","['lamb', 'onions', 'garlic', 'ginger', 'cumin', 'coriander', 'paprika', 'chili peppers', 'olive oil', 'tomatoes']","['olive oil', 'paprika', 'cumin', 'garlic']"
857,Dersa,Africa,2,False,Ethiopia,Algeria,"['olive oil', 'paprika', 'cumin', 'garlic']","olive oil, paprika, cumin, garlic, red pepper","['Lamb or beef', 'Onions', 'Garlic', 'Tomatoes', 'Paprika', 'Cumin', 'Coriander', 'Turmeric', 'Olive oil', 'Rice']","['olive oil', 'paprika', 'cumin', 'garlic']"
857,Dersa,Africa,3,False,Ethiopia,Algeria,"['olive oil', 'paprika', 'cumin', 'garlic']","olive oil, paprika, cumin, garlic, red pepper","['Lamb or beef', 'Onions', 'Garlic', 'Ginger', 'Cumin', 'Coriander', 'Turmeric', 'Paprika', 'Tomatoes', 'Olive oil']","['olive oil', 'paprika', 'cumin', 'garlic']"
